标题：资金股票
营业部名称：中航信交易11-1
股东：上海鸣石投

------------------------------
资金帐户	货币单位	资金余额	可用金额	总市值	总资产	
203600000495	人民币	3617867.960	5060447.470	122482510.750	127542959.220	

------------------------------
证券代码	证券名称	当前持仓	可用余额	买入冻结	卖出冻结	参考盈亏	盈亏比例()	参考市值	参考成本价	参考市价	股东代码	交易市场	股份实时余额	股份余额	
002230	科大讯飞	3800	3800	0	0	-3550.47	-2.409	143830.00	38.784	37.850	0899226926	深Ａ	3800	3800	
002163	海南发展	44800	44800	0	48600	100464.28	10.999	1013824.00	20.387	22.630	0899226926	深Ａ	44800	93400	
002151	北斗星通	9628	9628	0	26100	-129708.14	-17.212	623894.40	78.272	64.800	0899226926	深Ａ	9628	35728	
002126	银轮股份	105524	105524	0	0	31730.36	2.037	1589191.44	14.759	15.060	0899226926	深Ａ	105524	105524	
002111	威海广泰	6800	6800	0	46300	-99202.81	-46.110	115940.00	31.639	17.050	0899226926	深Ａ	6800	53100	
002081	金 螳 螂	77400	77400	0	16200	-11222.26	-1.199	924930.00	12.095	11.950	0899226926	深Ａ	77400	93600	
002032	苏 泊 尔	2000	0	2000	0	-2168.67	-1.288	166200.00	84.184	83.100	0899226926	深Ａ	2000	0	
002027	分众传媒	8000	8000	0	0	-16590.61	-24.244	51840.00	8.554	6.480	0899226926	深Ａ	8000	8000	
002026	山东威达	77500	77500	0	0	33448.71	4.839	724625.00	8.918	9.350	0899226926	深Ａ	77500	77500	
002013	中航机电	169140	0	169140	0	-37507.32	-1.974	1862231.40	11.232	11.010	0899226926	深Ａ	169140	0	
000987	越秀金控	0	0	0	76800	-166053.37	0.000	0.00	0.000	23.080	0899226926	深Ａ	0	76800	
000968	蓝焰控股	22300	0	22300	0	801.54	0.417	193118.00	8.624	8.660	0899226926	深Ａ	22300	0	
000925	众合科技	33200	0	33200	0	-2834.36	-1.043	268920.00	8.185	8.100	0899226926	深Ａ	33200	0	
000901	航天科技	166268	166268	0	0	-25190.31	-1.144	2176448.12	13.242	13.090	0899226926	深Ａ	166268	166268	
000828	东莞控股	191300	168000	23300	23300	-25607.46	-1.093	2316643.00	12.244	12.110	0899226926	深Ａ	191300	191300	
000811	冰轮环境	127500	127500	0	0	13385.87	1.312	1034025.00	8.005	8.110	0899226926	深Ａ	127500	127500	
000799	酒鬼酒	33800	33800	0	0	39088.59	1.581	2511340.00	73.144	74.300	0899226926	深Ａ	33800	33800	
000768	中航飞机	19000	19000	0	0	3058.00	0.600	513000.00	26.839	27.000	0899226926	深Ａ	19000	19000	
000733	振华科技	33800	33800	0	0	-113892.67	-7.212	1465230.00	46.720	43.350	0899226926	深Ａ	33800	33800	
000725	京东方Ａ	460800	460800	0	0	-13299.35	-0.559	2363904.00	5.159	5.130	0899226926	深Ａ	460800	460800	
000661	长春高新	1400	1400	0	0	-70074.66	-10.036	628180.00	498.753	448.700	0899226926	深Ａ	1400	1400	
000603	盛达资源	4100	4100	0	0	-2786.59	-3.573	75194.00	19.020	18.340	0899226926	深Ａ	4100	4100	
000526	紫光学大	7100	7100	0	0	-36058.43	-6.588	511271.00	77.089	72.010	0899226926	深Ａ	7100	7100	
000100	TCL科技	72200	72200	0	0	-5871.45	-1.230	471466.00	6.611	6.530	0899226926	深Ａ	72200	72200	
000070	特发信息	176500	176500	0	0	330598.61	15.771	2426875.00	11.877	13.750	0899226926	深Ａ	176500	176500	

------------------------------
保存时间：2020-08-19  15:17:34 
