-------------------------------------------------------------------------------------------------------

流水号        开仓日期        到期日          证券代码        证券名称        融券数量        偿还数量        剩余数量        权益补偿金额        权益补偿数量        卖均价         融券市值          融券利息        已还利息        逾期罚息        已还罚息        展期结转费用        合约参考盈亏        状态说明        合约本金状态        券源标识        
19821         20200629        20201228        002110          三钢闽光        2000            2000            0               0.00                0                   6.680          0.00              0.00            0.00            0.00            0.00            0.00                -1582.36            已偿还          本金已还完          预约券源        
19822         20200629        20201228        002128          露天煤业        1200            1200            0               0.00                0                   7.720          0.00              0.00            0.00            0.00            0.00            0.00                -5001.46            已偿还          本金已还完          预约券源        
19823         20200629        20201228        002118          紫鑫药业        800             800             0               0.00                0                   4.500          0.00              0.00            0.00            0.00            0.00            0.00                -221.40             已偿还          本金已还完          预约券源        
19824         20200629        20201228        000877          天山股份        1300            1300            0               0.00                0                   14.770         0.00              0.00            0.00            0.00            0.00            0.00                -4476.16            已偿还          本金已还完          预约券源        
19825         20200629        20201228        002152          广电运通        700             700             0               0.00                0                   12.200         0.00              0.00            0.00            0.00            0.00            0.00                -1475.84            已偿还          本金已还完          预约券源        
19827         20200629        20201228        002233          塔牌集团        1500            1500            0               0.00                0                   12.000         0.00              0.00            0.00            0.00            0.00            0.00                -2492.40            已偿还          本金已还完          预约券源        
19828         20200629        20201228        002266          浙富控股        3500            3500            0               0.00                0                   3.920          0.00              0.00            0.00            0.00            0.00            0.00                -3746.22            已偿还          本金已还完          预约券源        
19829         20200629        20201228        600216          浙江医药        1100            1100            0               0.00                0                   19.140         0.00              0.00            0.00            0.00            0.00            0.00                -2650.19            已偿还          本金已还完          预约券源        
19831         20200629        20201228        600765          中航重机        900             900             0               0.00                0                   10.030         0.00              0.00            0.00            0.00            0.00            0.00                -1957.31            已偿还          本金已还完          预约券源        
19832         20200629        20201228        002429          兆驰股份        2000            2000            0               0.00                0                   4.890          0.00              0.00            0.00            0.00            0.00            0.00                -3130.78            已偿还          本金已还完          预约券源        
19833         20200629        20201228        002387          维信诺          1400            1400            0               0.00                0                   13.630         0.00              0.00            0.00            0.00            0.00            0.00                -3942.00            已偿还          本金已还完          预约券源        
19834         20200629        20201228        002444          巨星科技        800             800             0               0.00                0                   11.670         0.00              0.00            0.00            0.00            0.00            0.00                -2514.34            已偿还          本金已还完          预约券源        
19836         20200629        20201228        002511          中顺洁柔        1400            1400            0               0.00                0                   21.360         0.00              0.00            0.00            0.00            0.00            0.00                -6957.67            已偿还          本金已还完          预约券源        
19838         20200629        20201228        600161          天坛生物        300             300             0               0.00                0                   45.200         0.00              0.00            0.00            0.00            0.00            0.00                -908.51             已偿还          本金已还完          预约券源        
19839         20200629        20201228        002465          海格通信        3000            3000            0               0.00                0                   12.970         0.00              0.00            0.00            0.00            0.00            0.00                -2756.58            已偿还          本金已还完          预约券源        
19840         20200629        20201228        002506          协鑫集成        5000            5000            0               0.00                0                   2.660          0.00              0.00            0.00            0.00            0.00            0.00                -1363.30            已偿还          本金已还完          预约券源        
19841         20200629        20201228        002440          闰土股份        1100            1100            0               0.00                0                   8.670          0.00              0.00            0.00            0.00            0.00            0.00                -1204.74            已偿还          本金已还完          预约券源        
19842         20200629        20201228        002503          搜于特          2000            2000            0               0.00                0                   2.890          0.00              0.00            0.00            0.00            0.00            0.00                -658.78             已偿还          本金已还完          预约券源        
19843         20200629        20201228        002544          杰赛科技        500             500             0               0.00                0                   12.970         0.00              0.00            0.00            0.00            0.00            0.00                -1136.99            已偿还          本金已还完          预约券源        
19844         20200629        20201228        002572          索菲亚          400             400             0               0.00                0                   22.440         0.00              0.00            0.00            0.00            0.00            0.00                -581.18             已偿还          本金已还完          预约券源        
19845         20200629        20201228        600645          中源协和        700             700             0               0.00                0                   27.380         0.00              0.00            0.00            0.00            0.00            0.00                -3251.60            已偿还          本金已还完          预约券源        
19846         20200629        20201228        002635          安洁科技        500             500             0               0.00                0                   23.760         0.00              0.00            0.00            0.00            0.00            0.00                -1433.88            已偿还          本金已还完          预约券源        
19847         20200629        20201228        002414          高德红外        1300            1300            0               0.00                0                   28.540         0.00              0.00            0.00            0.00            0.00            0.00                -9988.04            已偿还          本金已还完          预约券源        
19848         20200629        20201228        300009          安科生物        2000            2000            0               0.00                0                   16.350         0.00              0.00            0.00            0.00            0.00            0.00                -9466.51            已偿还          本金已还完          预约券源        
19849         20200629        20201228        002821          凯莱英          500             500             0               0.00                0                   238.000        0.00              0.00            0.00            0.00            0.00            0.00                -320.20             已偿还          本金已还完          预约券源        
19851         20200629        20201228        600315          上海家化        700             700             0               0.00                0                   47.370         0.00              0.00            0.00            0.00            0.00            0.00                413.33              已偿还          本金已还完          预约券源        
19852         20200629        20201228        300166          东方国信        1800            1800            0               0.00                0                   13.520         0.00              0.00            0.00            0.00            0.00            0.00                -3574.04            已偿还          本金已还完          预约券源        
19853         20200629        20201228        300012          华测检测        2900            2900            0               0.00                0                   19.220         0.00              0.00            0.00            0.00            0.00            0.00                -15659.96           已偿还          本金已还完          预约券源        
19854         20200629        20201228        300115          长盈精密        900             900             0               0.00                0                   21.540         0.00              0.00            0.00            0.00            0.00            0.00                -3481.20            已偿还          本金已还完          预约券源        
19856         20200629        20201228        300251          光线传媒        2500            2500            0               0.00                0                   11.090         0.00              0.00            0.00            0.00            0.00            0.00                -10601.05           已偿还          本金已还完          预约券源        
19857         20200629        20201228        300285          国瓷材料        1200            1200            0               0.00                0                   32.690         0.00              0.00            0.00            0.00            0.00            0.00                -4990.20            已偿还          本金已还完          预约券源        
19858         20200629        20201228        300474          景嘉微          300             300             0               0.00                0                   63.650         0.00              0.00            0.00            0.00            0.00            0.00                -4468.13            已偿还          本金已还完          预约券源        
19859         20200629        20201228        300630          普利制药        500             500             0               0.00                0                   72.710         0.00              0.00            0.00            0.00            0.00            0.00                -3239.19            已偿还          本金已还完          预约券源        
19860         20200629        20201228        002281          光迅科技        600             600             0               0.00                0                   32.170         0.00              0.00            0.00            0.00            0.00            0.00                -2390.90            已偿还          本金已还完          预约券源        
19861         20200629        20201228        300418          昆仑万维        1800            1800            0               0.00                0                   24.250         0.00              0.00            0.00            0.00            0.00            0.00                -6338.75            已偿还          本金已还完          预约券源        
19864         20200629        20201228        300010          豆神教育        1500            1500            0               0.00                0                   17.960         0.00              0.00            0.00            0.00            0.00            0.00                -8573.02            已偿还          本金已还完          预约券源        
19865         20200629        20201228        300253          卫宁健康        2800            2800            0               0.00                0                   20.670         0.00              0.00            0.00            0.00            0.00            0.00                -12832.04           已偿还          本金已还完          预约券源        
19866         20200629        20201228        300357          我武生物        500             500             0               0.00                0                   59.840         0.00              0.00            0.00            0.00            0.00            0.00                -2253.90            已偿还          本金已还完          预约券源        
19867         20200629        20201228        000547          航天发展        1400            1400            0               0.00                0                   13.430         0.00              0.00            0.00            0.00            0.00            0.00                -5575.44            已偿还          本金已还完          预约券源        
19868         20200629        20201228        002174          游族网络        100             100             0               0.00                0                   25.800         0.00              0.00            0.00            0.00            0.00            0.00                105.62              已偿还          本金已还完          预约券源        
19869         20200629        20201228        300017          网宿科技        2100            2100            0               0.00                0                   8.450          0.00              0.00            0.00            0.00            0.00            0.00                -3250.77            已偿还          本金已还完          预约券源        
19870         20200629        20201228        600259          广晟有色        500             500             0               0.00                0                   29.810         0.00              0.00            0.00            0.00            0.00            0.00                -2635.71            已偿还          本金已还完          预约券源        
19871         20200629        20201228        600446          金证股份        1300            1300            0               0.00                0                   18.980         0.00              0.00            0.00            0.00            0.00            0.00                -5037.56            已偿还          本金已还完          预约券源        
19873         20200629        20201228        300274          阳光电源        2200            2200            0               0.00                0                   14.180         0.00              0.00            0.00            0.00            0.00            0.00                -9584.16            已偿还          本金已还完          预约券源        
19874         20200629        20201228        300558          贝达药业        400             400             0               0.00                0                   135.180        0.00              0.00            0.00            0.00            0.00            0.00                -6140.29            已偿还          本金已还完          预约券源        
19875         20200629        20201228        601689          拓普集团        500             500             0               0.00                0                   27.270         0.00              0.00            0.00            0.00            0.00            0.00                -4690.90            已偿还          本金已还完          预约券源        
19876         20200629        20201228        600755          厦门国贸        300             300             0               0.00                0                   6.570          0.00              0.00            0.00            0.00            0.00            0.00                -318.41             已偿还          本金已还完          预约券源        
19877         20200629        20201228        000739          普洛药业        400             400             0               0.00                0                   22.360         0.00              0.00            0.00            0.00            0.00            0.00                -909.14             已偿还          本金已还完          预约券源        
19879         20200629        20201228        000988          华工科技        900             900             0               0.00                0                   24.190         0.00              0.00            0.00            0.00            0.00            0.00                -705.10             已偿还          本金已还完          预约券源        
19880         20200629        20201228        603707          健友股份        500             500             0               0.00                0                   60.500         0.00              0.00            0.00            0.00            0.00            0.00                380.56              已偿还          本金已还完          预约券源        
19882         20200629        20201228        002294          信立泰          700             700             0               0.00                0                   27.730         0.00              0.00            0.00            0.00            0.00            0.00                -7224.73            已偿还          本金已还完          预约券源        
19883         20200629        20201228        000581          威孚高科        900             900             0               0.00                0                   20.090         0.00              0.00            0.00            0.00            0.00            0.00                -2538.10            已偿还          本金已还完          预约券源        
19885         20200629        20201228        002155          湖南黄金        1400            1400            0               0.00                0                   7.850          0.00              0.00            0.00            0.00            0.00            0.00                -1029.59            已偿还          本金已还完          预约券源        
19886         20200629        20201228        300058          蓝色光标        3200            3200            0               0.00                0                   7.720          0.00              0.00            0.00            0.00            0.00            0.00                -2598.52            已偿还          本金已还完          预约券源        
19889         20200629        20201228        600329          中新药业        300             300             0               0.00                0                   17.090         0.00              0.00            0.00            0.00            0.00            0.00                -735.63             已偿还          本金已还完          预约券源        
19890         20200629        20201228        300207          欣旺达          1200            1200            0               0.00                0                   18.600         0.00              0.00            0.00            0.00            0.00            0.00                -7452.22            已偿还          本金已还完          预约券源        
19891         20200629        20201228        002156          通富微电        1500            1500            0               0.00                0                   25.160         0.00              0.00            0.00            0.00            0.00            0.00                -7682.56            已偿还          本金已还完          预约券源        
19892         20200629        20201228        002439          启明星辰        1100            1100            0               0.00                0                   41.000         0.00              0.00            0.00            0.00            0.00            0.00                -4196.83            已偿还          本金已还完          预约券源        
19893         20200629        20201228        603233          大参林          100             100             0               0.00                0                   75.230         0.00              0.00            0.00            0.00            0.00            0.00                -494.67             已偿还          本金已还完          预约券源        
19895         20200629        20201228        601615          明阳智能        1200            1200            0               0.00                0                   12.560         0.00              0.00            0.00            0.00            0.00            0.00                -2259.59            已偿还          本金已还完          预约券源        
19897         20200629        20201228        601611          中国核建        900             900             0               0.00                0                   6.180          0.00              0.00            0.00            0.00            0.00            0.00                -646.07             已偿还          本金已还完          预约券源        
19898         20200629        20201228        601718          际华集团        4800            4800            0               0.00                0                   3.330          0.00              0.00            0.00            0.00            0.00            0.00                -2618.11            已偿还          本金已还完          预约券源        
19899         20200629        20201228        600549          厦门钨业        1800            1800            0               0.00                0                   11.690         0.00              0.00            0.00            0.00            0.00            0.00                -7177.38            已偿还          本金已还完          预约券源        
19900         20200629        20201228        002212          南洋股份        900             900             0               0.00                0                   26.490         0.00              0.00            0.00            0.00            0.00            0.00                -1501.59            已偿还          本金已还完          预约券源        
19902         20200629        20201228        300315          掌趣科技        6000            6000            0               0.00                0                   7.300          0.00              0.00            0.00            0.00            0.00            0.00                -10292.94           已偿还          本金已还完          预约券源        
19904         20200629        20201228        000012          南 玻Ａ         3000            3000            0               0.00                0                   5.000          0.00              0.00            0.00            0.00            0.00            0.00                -1949.00            已偿还          本金已还完          预约券源        
19905         20200629        20201228        600859          王府井          400             400             0               0.00                0                   39.300         0.00              0.00            0.00            0.00            0.00            0.00                -12865.03           已偿还          本金已还完          预约券源        
19906         20200629        20201228        600566          济川药业        700             700             0               0.00                0                   24.210         0.00              0.00            0.00            0.00            0.00            0.00                -3434.17            已偿还          本金已还完          预约券源        
19907         20200629        20201228        002434          万里扬          700             700             0               0.00                0                   8.680          0.00              0.00            0.00            0.00            0.00            0.00                -674.68             已偿还          本金已还完          预约券源        
19909         20200629        20201228        000009          中国宝安        4200            4200            0               0.00                0                   8.130          0.00              0.00            0.00            0.00            0.00            0.00                -9032.39            已偿还          本金已还完          预约券源        
19910         20200629        20201228        300482          万孚生物        200             200             0               0.00                0                   100.450        0.00              0.00            0.00            0.00            0.00            0.00                -1222.92            已偿还          本金已还完          预约券源        
19911         20200629        20201228        002092          中泰化学        2800            2800            0               0.00                0                   4.520          0.00              0.00            0.00            0.00            0.00            0.00                -4100.06            已偿还          本金已还完          预约券源        
19913         20200629        20201228        600008          XR首创股        3700            3700            0               0.00                0                   3.000          0.00              0.00            0.00            0.00            0.00            0.00                -1211.42            已偿还          本金已还完          预约券源        
19914         20200629        20201228        600073          上海梅林        400             400             0               0.00                0                   9.330          0.00              0.00            0.00            0.00            0.00            0.00                -639.20             已偿还          本金已还完          预约券源        
19915         20200629        20201228        600161          天坛生物        300             300             0               0.00                0                   45.200         0.00              0.00            0.00            0.00            0.00            0.00                -908.51             已偿还          本金已还完          预约券源        
19916         20200629        20201228        600201          生物股份        1800            1800            0               0.00                0                   27.060         0.00              0.00            0.00            0.00            0.00            0.00                -2627.49            已偿还          本金已还完          预约券源        
19917         20200629        20201228        600460          士兰微          1300            1300            0               0.00                0                   14.570         0.00              0.00            0.00            0.00            0.00            0.00                -3415.41            已偿还          本金已还完          预约券源        
19918         20200629        20201228        600446          金证股份        1300            1300            0               0.00                0                   18.980         0.00              0.00            0.00            0.00            0.00            0.00                -5037.56            已偿还          本金已还完          预约券源        
19919         20200629        20201228        600645          中源协和        700             700             0               0.00                0                   27.390         0.00              0.00            0.00            0.00            0.00            0.00                -3244.60            已偿还          本金已还完          预约券源        
19920         20200629        20201228        600566          济川药业        700             700             0               0.00                0                   24.210         0.00              0.00            0.00            0.00            0.00            0.00                -3434.17            已偿还          本金已还完          预约券源        
19921         20200629        20201228        600633          浙数文化        1300            1300            0               0.00                0                   9.800          0.00              0.00            0.00            0.00            0.00            0.00                -1697.59            已偿还          本金已还完          预约券源        
19922         20200629        20201228        600643          爱建集团        100             100             0               0.00                0                   7.850          0.00              0.00            0.00            0.00            0.00            0.00                -208.11             已偿还          本金已还完          预约券源        
19923         20200629        20201228        600748          上实发展        2000            2000            0               0.00                0                   5.070          0.00              0.00            0.00            0.00            0.00            0.00                -1723.34            已偿还          本金已还完          预约券源        
19924         20200629        20201228        600649          城投控股        1400            1400            0               0.00                0                   5.670          0.00              0.00            0.00            0.00            0.00            0.00                -686.49             已偿还          本金已还完          预约券源        
19925         20200629        20201228        600707          彩虹股份        800             800             0               0.00                0                   4.520          0.00              0.00            0.00            0.00            0.00            0.00                -277.49             已偿还          本金已还完          预约券源        
19926         20200629        20201228        600733          北汽蓝谷        2900            2900            0               0.00                0                   6.380          0.00              0.00            0.00            0.00            0.00            0.00                -3463.82            已偿还          本金已还完          预约券源        
19927         20200629        20201228        600835          上海机电        400             400             0               0.00                0                   16.950         0.00              0.00            0.00            0.00            0.00            0.00                -258.72             已偿还          本金已还完          预约券源        
19928         20200629        20201228        600754          锦江酒店        700             700             0               0.00                0                   27.460         0.00              0.00            0.00            0.00            0.00            0.00                -7733.77            已偿还          本金已还完          预约券源        
19929         20200629        20201228        600779          水井坊          300             300             0               0.00                0                   61.490         0.00              0.00            0.00            0.00            0.00            0.00                -6498.05            已偿还          本金已还完          预约券源        
19930         20200629        20201228        600765          中航重机        900             900             0               0.00                0                   10.030         0.00              0.00            0.00            0.00            0.00            0.00                -1957.30            已偿还          本金已还完          预约券源        
19931         20200629        20201228        600770          综艺股份        400             400             0               0.00                0                   4.730          0.00              0.00            0.00            0.00            0.00            0.00                -421.73             已偿还          本金已还完          预约券源        
19933         20200629        20201228        600827          百联股份        1700            1700            0               0.00                0                   13.300         0.00              0.00            0.00            0.00            0.00            0.00                -17971.65           已偿还          本金已还完          预约券源        
19934         20200629        20201228        600787          中储股份        1900            1900            0               0.00                0                   4.400          0.00              0.00            0.00            0.00            0.00            0.00                -1503.13            已偿还          本金已还完          预约券源        
19935         20200629        20201228        600881          亚泰集团        3600            3600            0               0.00                0                   2.900          0.00              0.00            0.00            0.00            0.00            0.00                -2413.25            已偿还          本金已还完          预约券源        
19936         20200629        20201228        600967          内蒙一机        1800            1800            0               0.00                0                   10.390         0.00              0.00            0.00            0.00            0.00            0.00                -3405.08            已偿还          本金已还完          预约券源        
19937         20200629        20201228        601106          中国一重        3000            3000            0               0.00                0                   2.820          0.00              0.00            0.00            0.00            0.00            0.00                -1828.63            已偿还          本金已还完          预约券源        
19938         20200629        20201228        000878          云南铜业        2200            2200            0               0.00                0                   10.480         0.00              0.00            0.00            0.00            0.00            0.00                -8310.78            已偿还          本金已还完          预约券源        
19940         20200629        20201228        000008          神州高铁        4200            4200            0               0.00                0                   2.890          0.00              0.00            0.00            0.00            0.00            0.00                -999.94             已偿还          本金已还完          预约券源        
19941         20200629        20201228        601333          广深铁路        7400            7400            0               0.00                0                   2.250          0.00              0.00            0.00            0.00            0.00            0.00                -1886.79            已偿还          本金已还完          预约券源        
19942         20200629        20201228        002004          华邦健康        1700            1700            0               0.00                0                   5.280          0.00              0.00            0.00            0.00            0.00            0.00                -1244.78            已偿还          本金已还完          预约券源        
19943         20200629        20201228        600315          上海家化        700             700             0               0.00                0                   47.380         0.00              0.00            0.00            0.00            0.00            0.00                420.33              已偿还          本金已还完          预约券源        
19945         20200629        20201228        603517          绝味食品        500             500             0               0.00                0                   69.780         0.00              0.00            0.00            0.00            0.00            0.00                -3370.07            已偿还          本金已还完          预约券源        
19946         20200629        20201228        601966          玲珑轮胎        800             800             0               0.00                0                   20.020         0.00              0.00            0.00            0.00            0.00            0.00                -3008.53            已偿还          本金已还完          预约券源        
19947         20200629        20201228        000519          中兵红箭        400             400             0               0.00                0                   9.290          0.00              0.00            0.00            0.00            0.00            0.00                -615.92             已偿还          本金已还完          预约券源        
19948         20200629        20201228        000415          渤海租赁        1400            1400            0               0.00                0                   2.960          0.00              0.00            0.00            0.00            0.00            0.00                -766.54             已偿还          本金已还完          预约券源        
19949         20200629        20201228        000090          天健集团        2000            2000            0               0.00                0                   6.700          0.00              0.00            0.00            0.00            0.00            0.00                -4450.40            已偿还          本金已还完          预约券源        
19950         20200629        20201228        000629          攀钢钒钛        4700            4700            0               0.00                0                   2.010          0.00              0.00            0.00            0.00            0.00            0.00                -1269.35            已偿还          本金已还完          预约券源        
19952         20200629        20201228        000729          燕京啤酒        2300            2300            0               0.00                0                   6.680          0.00              0.00            0.00            0.00            0.00            0.00                -2037.46            已偿还          本金已还完          预约券源        
19954         20200629        20201228        000547          航天发展        1400            1400            0               0.00                0                   13.430         0.00              0.00            0.00            0.00            0.00            0.00                -5575.45            已偿还          本金已还完          预约券源        
19956         20200629        20201228        000750          国海证券        2100            2100            0               0.00                0                   4.280          0.00              0.00            0.00            0.00            0.00            0.00                -3329.89            已偿还          本金已还完          预约券源        
19957         20200629        20201228        000960          锡业股份        600             600             0               0.00                0                   8.510          0.00              0.00            0.00            0.00            0.00            0.00                -874.46             已偿还          本金已还完          预约券源        
19958         20200629        20201228        000758          中色股份        1500            1500            0               0.00                0                   4.160          0.00              0.00            0.00            0.00            0.00            0.00                -2013.74            已偿还          本金已还完          预约券源        
19959         20200629        20201228        000959          首钢股份        2600            2600            0               0.00                0                   4.270          0.00              0.00            0.00            0.00            0.00            0.00                -905.30             已偿还          本金已还完          预约券源        
19960         20200629        20201228        000988          华工科技        900             900             0               0.00                0                   24.190         0.00              0.00            0.00            0.00            0.00            0.00                -705.10             已偿还          本金已还完          预约券源        
19962         20200629        20201228        600486          扬农化工        300             300             0               0.00                0                   81.790         0.00              0.00            0.00            0.00            0.00            0.00                -962.99             已偿还          本金已还完          预约券源        
19963         20200629        20201228        000848          承德露露        400             400             0               0.00                0                   6.860          0.00              0.00            0.00            0.00            0.00            0.00                -736.14             已偿还          本金已还完          预约券源        
19964         20200629        20201228        600298          安琪酵母        1000            1000            0               0.00                0                   46.720         0.00              0.00            0.00            0.00            0.00            0.00                -18345.67           已偿还          本金已还完          预约券源        
19966         20200629        20201228        000887          中鼎股份        1600            1600            0               0.00                0                   7.820          0.00              0.00            0.00            0.00            0.00            0.00                -2163.11            已偿还          本金已还完          预约券源        
19967         20200629        20201228        000990          诚志股份        200             200             0               0.00                0                   12.320         0.00              0.00            0.00            0.00            0.00            0.00                -708.26             已偿还          本金已还完          预约券源        
19968         20200629        20201228        002051          中工国际        1000            1000            0               0.00                0                   7.250          0.00              0.00            0.00            0.00            0.00            0.00                -1282.25            已偿还          本金已还完          预约券源        
19969         20200629        20201228        002085          万丰奥威        2800            2800            0               0.00                0                   6.550          0.00              0.00            0.00            0.00            0.00            0.00                -1496.64            已偿还          本金已还完          预约券源        
19971         20200629        20201228        600125          铁龙物流        2000            2000            0               0.00                0                   5.410          0.00              0.00            0.00            0.00            0.00            0.00                -1508.04            已偿还          本金已还完          预约券源        
