-------------------------------------------------------------------------------------------------------

流水号        开仓日期        到期日          证券代码        证券名称        融券数量        偿还数量        剩余数量        权益补偿金额        权益补偿数量        卖均价         融券市值        融券利息        已还利息        逾期罚息        已还罚息        合约参考盈亏        状态说明        合约本金状态        券源标识        
17714         20200624        20201223        000563          陕国投Ａ        900             0               900             0.00                0                   3.640          3348.00         0.00            0.00            0.00            0.00            -80.28              未偿还          本金未归还          预约券源        
17715         20200624        20201223        002185          华天科技        1000            0               1000            0.00                0                   13.860         13690.00        0.00            0.00            0.00            0.00            151.14              未偿还          本金未归还          预约券源        
17716         20200624        20201223        002118          紫鑫药业        300             0               300             0.00                0                   4.530          1323.00         0.00            0.00            0.00            0.00            29.64               未偿还          本金未归还          预约券源        
17718         20200624        20201223        002317          众生药业        300             0               300             0.00                0                   14.250         5394.00         0.00            0.00            0.00            0.00            -1128.28            未偿还          本金未归还          预约券源        
17720         20200624        20201223        002439          启明星辰        300             0               300             0.00                0                   41.550         12255.00        0.00            0.00            0.00            0.00            192.53              未偿还          本金未归还          预约券源        
17721         20200624        20201223        000732          泰禾集团        400             0               400             0.00                0                   5.320          2100.00         0.00            0.00            0.00            0.00            20.87               未偿还          本金未归还          预约券源        
17722         20200624        20201223        600079          人福医药        400             0               400             0.00                0                   24.780         10524.00        0.00            0.00            0.00            0.00            -627.11             未偿还          本金未归还          预约券源        
17723         20200624        20201223        002506          协鑫集成        1300            0               1300            0.00                0                   2.600          3393.00         0.00            0.00            0.00            0.00            -21.38              未偿还          本金未归还          预约券源        
17724         20200624        20201223        002670          国盛金控        500             0               500             0.00                0                   9.360          4615.00         0.00            0.00            0.00            0.00            55.32               未偿还          本金未归还          预约券源        
17725         20200624        20201223        002233          塔牌集团        300             0               300             0.00                0                   12.180         3717.00         0.00            0.00            0.00            0.00            -71.65              未偿还          本金未归还          预约券源        
17726         20200624        20201223        002266          浙富控股        700             0               700             0.00                0                   3.990          2695.00         0.00            0.00            0.00            0.00            90.20               未偿还          本金未归还          预约券源        
17727         20200624        20201223        002408          齐翔腾达        300             0               300             0.00                0                   6.130          1854.00         0.00            0.00            0.00            0.00            -21.84              未偿还          本金未归还          预约券源        
17728         20200624        20201223        002640          跨境通          500             0               500             0.00                0                   5.380          3570.00         0.00            0.00            0.00            0.00            -887.69             未偿还          本金未归还          预约券源        
17730         20200624        20201223        002203          海亮股份        400             0               400             0.00                0                   8.900          3500.00         0.00            0.00            0.00            0.00            51.44               未偿还          本金未归还          预约券源        
17731         20200624        20201223        600315          上海家化        100             0               100             0.00                0                   47.830         4605.00         0.00            0.00            0.00            0.00            168.12              未偿还          本金未归还          预约券源        
17732         20200624        20201223        300072          三聚环保        600             0               600             0.00                0                   4.240          2724.00         0.00            0.00            0.00            0.00            -187.54             未偿还          本金未归还          预约券源        
17734         20200624        20201223        601928          凤凰传媒        300             0               300             0.00                0                   6.810          2049.00         0.00            0.00            0.00            0.00            -13.08              未偿还          本金未归还          预约券源        
17735         20200624        20201223        000400          许继电气        300             0               300             0.00                0                   13.050         3963.00         0.00            0.00            0.00            0.00            -56.92              未偿还          本金未归还          预约券源        
17736         20200624        20201223        002212          南洋股份        300             0               300             0.00                0                   25.050         7851.00         0.00            0.00            0.00            0.00            -348.52             未偿还          本金未归还          预约券源        
17738         20200624        20201223        300315          掌趣科技        1200            0               1200            0.00                0                   7.320          8544.00         0.00            0.00            0.00            0.00            226.21              未偿还          本金未归还          预约券源        
17739         20200624        20201223        000685          中山公用        400             0               400             0.00                0                   7.760          3112.00         0.00            0.00            0.00            0.00            -16.11              未偿还          本金未归还          预约券源        
17740         20200624        20201223        002268          卫 士 通        200             0               200             0.00                0                   21.340         4238.00         0.00            0.00            0.00            0.00            20.73               未偿还          本金未归还          预约券源        
17741         20200624        20201223        300001          特锐德          300             0               300             0.00                0                   21.590         6480.00         0.00            0.00            0.00            0.00            -14.48              未偿还          本金未归还          预约券源        
17742         20200624        20201223        002563          森马服饰        300             0               300             0.00                0                   7.090          2094.00         0.00            0.00            0.00            0.00            25.87               未偿还          本金未归还          预约券源        
17743         20200624        20201223        000519          中兵红箭        300             0               300             0.00                0                   9.170          2853.00         0.00            0.00            0.00            0.00            -109.75             未偿还          本金未归还          预约券源        
17744         20200624        20201223        002064          华峰氨纶        600             0               600             0.00                0                   5.150          3114.00         0.00            0.00            0.00            0.00            -32.09              未偿还          本金未归还          预约券源        
17745         20200624        20201223        002926          华西证券        600             0               600             0.00                0                   10.970         6594.00         0.00            0.00            0.00            0.00            -23.58              未偿还          本金未归还          预约券源        
17746         20200624        20201223        600699          均胜电子        300             0               300             0.00                0                   23.080         7092.00         0.00            0.00            0.00            0.00            -180.06             未偿还          本金未归还          预约券源        
17747         20200624        20201223        300271          华宇软件        300             0               300             0.00                0                   27.850         8181.00         0.00            0.00            0.00            0.00            160.64              未偿还          本金未归还          预约券源        
17748         20200624        20201223        600132          重庆啤酒        100             0               100             0.00                0                   67.500         7290.00         0.00            0.00            0.00            0.00            -551.89             未偿还          本金未归还          预约券源        
17749         20200624        20201223        000750          国海证券        1700            0               1700            0.00                0                   4.420          7514.00         0.00            0.00            0.00            0.00            -12.51              未偿还          本金未归还          预约券源        
17750         20200624        20201223        000718          苏宁环球        700             0               700             0.00                0                   3.050          2226.00         0.00            0.00            0.00            0.00            -98.14              未偿还          本金未归还          预约券源        
17751         20200624        20201223        002444          巨星科技        200             0               200             0.00                0                   11.720         2362.00         0.00            0.00            0.00            0.00            -25.34              未偿还          本金未归还          预约券源        
17752         20200624        20201223        002092          中泰化学        700             0               700             0.00                0                   4.550          3171.00         0.00            0.00            0.00            0.00            5.81                未偿还          本金未归还          预约券源        
17755         20200624        20201223        002155          湖南黄金        400             0               400             0.00                0                   7.770          3184.00         0.00            0.00            0.00            0.00            -84.11              未偿还          本金未归还          预约券源        
17756         20200624        20201223        002653          海思科          100             0               100             0.00                0                   25.980         2616.00         0.00            0.00            0.00            0.00            -25.60              未偿还          本金未归还          预约券源        
17757         20200624        20201223        002048          宁波华翔        200             0               200             0.00                0                   15.730         3168.00         0.00            0.00            0.00            0.00            -30.15              未偿还          本金未归还          预约券源        
17759         20200624        20201223        300257          开山股份        100             0               100             0.00                0                   13.150         1296.00         0.00            0.00            0.00            0.00            12.68               未偿还          本金未归还          预约券源        
17760         20200624        20201223        002195          二三四五        2500            0               2500            0.00                0                   2.780          7000.00         0.00            0.00            0.00            0.00            -61.95              未偿还          本金未归还          预约券源        
17761         20200624        20201223        002797          第一创业        1100            0               1100            0.00                0                   7.080          7788.00         0.00            0.00            0.00            0.00            -12.79              未偿还          本金未归还          预约券源        
17762         20200624        20201223        300285          国瓷材料        300             0               300             0.00                0                   32.280         10290.00        0.00            0.00            0.00            0.00            -620.69             未偿还          本金未归还          预约券源        
17763         20200624        20201223        600466          蓝光发展        700             0               700             0.00                0                   5.470          4004.00         0.00            0.00            0.00            0.00            -183.91             未偿还          本金未归还          预约券源        
17764         20200624        20201223        603517          绝味食品        100             0               100             0.00                0                   68.760         7144.00         0.00            0.00            0.00            0.00            -280.02             未偿还          本金未归还          预约券源        
17766         20200624        20201223        600216          浙江医药        300             0               300             0.00                0                   20.770         5799.00         0.00            0.00            0.00            0.00            120.63              未偿还          本金未归还          预约券源        
17767         20200624        20201223        002665          首航高科        900             0               900             0.00                0                   2.440          2178.00         0.00            0.00            0.00            0.00            10.80               未偿还          本金未归还          预约券源        
17768         20200624        20201223        002399          海普瑞          200             0               200             0.00                0                   23.730         4884.00         0.00            0.00            0.00            0.00            -183.75             未偿还          本金未归还          预约券源        
17769         20200624        20201223        300133          华策影视        500             0               500             0.00                0                   7.210          3610.00         0.00            0.00            0.00            0.00            -13.61              未偿还          本金未归还          预约券源        
17770         20200624        20201223        600259          广晟有色        100             0               100             0.00                0                   30.270         3057.00         0.00            0.00            0.00            0.00            -38.09              未偿还          本金未归还          预约券源        
17772         20200624        20201223        000869          张 裕Ａ         100             0               100             0.00                0                   31.750         3486.00         0.00            0.00            0.00            0.00            -319.18             未偿还          本金未归还          预约券源        
17773         20200624        20201223        000547          航天发展        600             0               600             0.00                0                   13.510         8244.00         0.00            0.00            0.00            0.00            -203.91             未偿还          本金未归还          预约券源        
17774         20200624        20201223        601005          重庆钢铁        2600            0               2600            0.00                0                   1.540          3926.00         0.00            0.00            0.00            0.00            68.92               未偿还          本金未归还          预约券源        
17775         20200624        20201223        000156          华数传媒        200             0               200             0.00                0                   11.160         2170.00         0.00            0.00            0.00            0.00            54.76               未偿还          本金未归还          预约券源        
17777         20200624        20201223        600909          华安证券        800             0               800             0.00                0                   6.830          5536.00         0.00            0.00            0.00            0.00            -82.56              未偿还          本金未归还          预约券源        
17778         20200624        20201223        002507          涪陵榨菜        200             0               200             0.00                0                   34.770         7680.00         0.00            0.00            0.00            0.00            -737.95             未偿还          本金未归还          预约券源        
17779         20200624        20201223        002416          爱施德          300             0               300             0.00                0                   7.180          2244.00         0.00            0.00            0.00            0.00            -97.15              未偿还          本金未归还          预约券源        
17780         20200624        20201223        002416          爱施德          300             0               300             0.00                0                   7.180          2244.00         0.00            0.00            0.00            0.00            -97.15              未偿还          本金未归还          预约券源        
17782         20200624        20201223        300017          网宿科技        800             0               800             0.00                0                   8.840          6808.00         0.00            0.00            0.00            0.00            251.93              未偿还          本金未归还          预约券源        
17784         20200624        20201223        300017          网宿科技        800             0               800             0.00                0                   8.840          6808.00         0.00            0.00            0.00            0.00            251.93              未偿还          本金未归还          预约券源        
17785         20200624        20201223        002382          蓝帆医疗        200             0               200             0.00                0                   27.710         5850.00         0.00            0.00            0.00            0.00            -318.54             未偿还          本金未归还          预约券源        
17786         20200624        20201223        002511          中顺洁柔        300             0               300             0.00                0                   21.050         6660.00         0.00            0.00            0.00            0.00            -356.32             未偿还          本金未归还          预约券源        
17788         20200624        20201223        601699          潞安环能        500             0               500             0.00                0                   5.930          2840.00         0.00            0.00            0.00            0.00            -2.53               未偿还          本金未归还          预约券源        
17789         20200624        20201223        300558          贝达药业        100             0               100             0.00                0                   132.860        13702.00        0.00            0.00            0.00            0.00            -434.29             未偿还          本金未归还          预约券源        
17790         20200624        20201223        300115          长盈精密        200             0               200             0.00                0                   21.730         4634.00         0.00            0.00            0.00            0.00            -297.35             未偿还          本金未归还          预约券源        
17791         20200624        20201223        002506          协鑫集成        1300            0               1300            0.00                0                   2.600          3393.00         0.00            0.00            0.00            0.00            -21.38              未偿还          本金未归还          预约券源        
17792         20200624        20201223        601699          潞安环能        500             0               500             0.00                0                   5.930          2840.00         0.00            0.00            0.00            0.00            -2.53               未偿还          本金未归还          预约券源        
17795         20200624        20201223        300274          阳光电源        400             0               400             0.00                0                   13.340         5960.00         0.00            0.00            0.00            0.00            -634.34             未偿还          本金未归还          预约券源        
17797         20200624        20201223        000738          航发控制        200             0               200             0.00                0                   13.760         2774.00         0.00            0.00            0.00            0.00            -37.76              未偿还          本金未归还          预约券源        
17798         20200624        20201223        603233          大参林          100             0               100             0.00                0                   75.590         7607.00         0.00            0.00            0.00            0.00            -60.71              未偿还          本金未归还          预约券源        
17799         20200624        20201223        600737          中粮糖业        500             0               500             0.00                0                   7.610          3880.00         0.00            0.00            0.00            0.00            -83.89              未偿还          本金未归还          预约券源        
17801         20200624        20201223        600529          山东药玻        200             0               200             0.00                0                   50.880         10962.00        0.00            0.00            0.00            0.00            -801.38             未偿还          本金未归还          预约券源        
17802         20200624        20201223        600325          华发股份        700             0               700             0.00                0                   6.950          5208.00         0.00            0.00            0.00            0.00            -352.97             未偿还          本金未归还          预约券源        
17803         20200624        20201223        600325          华发股份        700             0               700             0.00                0                   6.950          5208.00         0.00            0.00            0.00            0.00            -352.97             未偿还          本金未归还          预约券源        
17804         20200624        20201223        002396          星网锐捷        200             0               200             0.00                0                   34.100         6930.00         0.00            0.00            0.00            0.00            -121.82             未偿还          本金未归还          预约券源        
17806         20200624        20201223        600862          中航高科        200             0               200             0.00                0                   17.000         3360.00         0.00            0.00            0.00            0.00            31.53               未偿还          本金未归还          预约券源        
17807         20200624        20201223        002572          索菲亚          300             0               300             0.00                0                   22.720         7428.00         0.00            0.00            0.00            0.00            -623.81             未偿还          本金未归还          预约券源        
17809         20200624        20201223        600259          广晟有色        100             0               100             0.00                0                   30.280         3057.00         0.00            0.00            0.00            0.00            -37.09              未偿还          本金未归还          预约券源        
17810         20200624        20201223        600418          江淮汽车        600             0               600             0.00                0                   8.920          5322.00         0.00            0.00            0.00            0.00            19.54               未偿还          本金未归还          预约券源        
17811         20200624        20201223        002127          南极电商        700             0               700             0.00                0                   22.120         14854.00        0.00            0.00            0.00            0.00            609.51              未偿还          本金未归还          预约券源        
17812         20200624        20201223        002407          多氟多          300             0               300             0.00                0                   10.830         3207.00         0.00            0.00            0.00            0.00            33.75               未偿还          本金未归还          预约券源        
17816         20200624        20201223        002368          太极股份        100             0               100             0.00                0                   42.840         4246.00         0.00            0.00            0.00            0.00            28.72               未偿还          本金未归还          预约券源        
17817         20200624        20201223        002368          太极股份        100             0               100             0.00                0                   42.840         4246.00         0.00            0.00            0.00            0.00            28.72               未偿还          本金未归还          预约券源        
17818         20200624        20201223        601608          中信重工        800             0               800             0.00                0                   3.430          2768.00         0.00            0.00            0.00            0.00            -31.79              未偿还          本金未归还          预约券源        
17819         20200624        20201223        601608          中信重工        800             0               800             0.00                0                   3.430          2768.00         0.00            0.00            0.00            0.00            -31.80              未偿还          本金未归还          预约券源        
17821         20200624        20201223        600329          中新药业        100             0               100             0.00                0                   17.220         1782.00         0.00            0.00            0.00            0.00            -66.75              未偿还          本金未归还          预约券源        
17822         20200624        20201223        600329          中新药业        100             0               100             0.00                0                   17.220         1782.00         0.00            0.00            0.00            0.00            -66.75              未偿还          本金未归还          预约券源        
17823         20200624        20201223        000729          燕京啤酒        600             0               600             0.00                0                   6.740          4176.00         0.00            0.00            0.00            0.00            -141.04             未偿还          本金未归还          预约券源        
17824         20200624        20201223        002183          怡 亚 通        600             0               600             0.00                0                   5.530          3390.00         0.00            0.00            0.00            0.00            -86.32              未偿还          本金未归还          预约券源        
17825         20200624        20201223        002183          怡 亚 通        600             0               600             0.00                0                   5.530          3390.00         0.00            0.00            0.00            0.00            -86.32              未偿还          本金未归还          预约券源        
17827         20200624        20201223        002051          中工国际        200             0               200             0.00                0                   7.340          1468.00         0.00            0.00            0.00            0.00            -6.47               未偿还          本金未归还          预约券源        
17828         20200624        20201223        002191          劲嘉股份        400             0               400             0.00                0                   8.930          3728.00         0.00            0.00            0.00            0.00            -164.57             未偿还          本金未归还          预约券源        
17829         20200624        20201223        002191          劲嘉股份        400             0               400             0.00                0                   8.930          3728.00         0.00            0.00            0.00            0.00            -164.57             未偿还          本金未归还          预约券源        
17832         20200624        20201223        000999          华润三九        200             0               200             0.00                0                   28.620         5940.00         0.00            0.00            0.00            0.00            -226.72             未偿还          本金未归还          预约券源        
17833         20200624        20201223        000999          华润三九        200             0               200             0.00                0                   28.620         5940.00         0.00            0.00            0.00            0.00            -226.72             未偿还          本金未归还          预约券源        
17835         20200624        20201223        002056          横店东磁        400             0               400             0.00                0                   11.400         4552.00         0.00            0.00            0.00            0.00            -1.56               未偿还          本金未归还          预约券源        
17836         20200624        20201223        600699          均胜电子        300             0               300             0.00                0                   23.110         7092.00         0.00            0.00            0.00            0.00            -171.07             未偿还          本金未归还          预约券源        
17840         20200624        20201223        001914          招商积余        200             0               200             0.00                0                   30.590         6154.00         0.00            0.00            0.00            0.00            -47.12              未偿还          本金未归还          预约券源        
17842         20200624        20201223        002375          亚厦股份        300             0               300             0.00                0                   10.540         3108.00         0.00            0.00            0.00            0.00            45.84               未偿还          本金未归还          预约券源        
17843         20200624        20201223        002078          太阳纸业        700             0               700             0.00                0                   9.310          6909.00         0.00            0.00            0.00            0.00            -403.52             未偿还          本金未归还          预约券源        
17844         20200624        20201223        002078          太阳纸业        700             0               700             0.00                0                   9.310          6909.00         0.00            0.00            0.00            0.00            -403.52             未偿还          本金未归还          预约券源        
17845         20200624        20201223        002048          宁波华翔        200             0               200             0.00                0                   15.740         3168.00         0.00            0.00            0.00            0.00            -28.15              未偿还          本金未归还          预约券源        
17847         20200624        20201223        600884          杉杉股份        300             0               300             0.00                0                   11.200         3573.00         0.00            0.00            0.00            0.00            -221.43             未偿还          本金未归还          预约券源        
17848         20200624        20201223        603228          景旺电子        100             0               100             0.00                0                   34.570         3498.00         0.00            0.00            0.00            0.00            -49.53              未偿还          本金未归还          预约券源        
17849         20200624        20201223        000089          深圳机场        400             0               400             0.00                0                   7.670          3096.00         0.00            0.00            0.00            0.00            -36.07              未偿还          本金未归还          预约券源        
17850         20200624        20201223        000089          深圳机场        400             0               400             0.00                0                   7.670          3096.00         0.00            0.00            0.00            0.00            -36.07              未偿还          本金未归还          预约券源        
17851         20200624        20201223        300316          晶盛机电        300             0               300             0.00                0                   24.640         7254.00         0.00            0.00            0.00            0.00            125.61              未偿还          本金未归还          预约券源        
17854         20200624        20201223        300012          华测检测        600             0               600             0.00                0                   18.990         12276.00        0.00            0.00            0.00            0.00            -898.39             未偿还          本金未归还          预约券源        
17855         20200624        20201223        601865          福莱特          100             0               100             0.00                0                   16.190         1912.00         0.00            0.00            0.00            0.00            -299.65             未偿还          本金未归还          预约券源        
17856         20200624        20201223        002709          天赐材料        100             0               100             0.00                0                   33.400         3385.00         0.00            0.00            0.00            0.00            -53.34              未偿还          本金未归还          预约券源        
17857         20200624        20201223        002709          天赐材料        100             0               100             0.00                0                   33.400         3385.00         0.00            0.00            0.00            0.00            -53.34              未偿还          本金未归还          预约券源        
17859         20200624        20201223        000987          越秀金控        200             0               200             0.00                0                   11.880         2380.00         0.00            0.00            0.00            0.00            -11.38              未偿还          本金未归还          预约券源        
17862         20200624        20201223        600373          中文传媒        300             0               300             0.00                0                   12.150         3555.00         0.00            0.00            0.00            0.00            81.28               未偿还          本金未归还          预约券源        
17863         20200624        20201223        002038          双鹭药业        300             0               300             0.00                0                   12.130         3810.00         0.00            0.00            0.00            0.00            -179.63             未偿还          本金未归还          预约券源        
17864         20200624        20201223        000988          华工科技        300             0               300             0.00                0                   24.500         7455.00         0.00            0.00            0.00            0.00            -117.35             未偿还          本金未归还          预约券源        
17865         20200624        20201223        600260          凯乐科技        300             0               300             0.00                0                   13.350         4026.00         0.00            0.00            0.00            0.00            -30.09              未偿还          本金未归还          预约券源        
17866         20200624        20201223        300296          利亚德          800             0               800             0.00                0                   6.180          4720.00         0.00            0.00            0.00            0.00            214.06              未偿还          本金未归还          预约券源        
17867         20200624        20201223        001914          招商积余        200             0               200             0.00                0                   30.610         6154.00         0.00            0.00            0.00            0.00            -43.12              未偿还          本金未归还          预约券源        
17868         20200624        20201223        600039          四川路桥        1000            0               1000            0.00                0                   3.880          3840.00         0.00            0.00            0.00            0.00            31.04               未偿还          本金未归还          预约券源        
17870         20200624        20201223        600664          哈药股份        600             0               600             0.00                0                   3.360          1902.00         0.00            0.00            0.00            0.00            106.95              未偿还          本金未归还          预约券源        
17872         20200624        20201223        002281          光迅科技        200             0               200             0.00                0                   32.550         6440.00         0.00            0.00            0.00            0.00            58.49               未偿还          本金未归还          预约券源        
17873         20200624        20201223        000997          新 大 陆        300             0               300             0.00                0                   16.120         4773.00         0.00            0.00            0.00            0.00            53.16               未偿还          本金未归还          预约券源        
17874         20200624        20201223        600316          洪都航空        200             0               200             0.00                0                   15.510         3140.00         0.00            0.00            0.00            0.00            -46.16              未偿还          本金未归还          预约券源        
17876         20200624        20201223        002093          国脉科技        200             0               200             0.00                0                   8.850          1760.00         0.00            0.00            0.00            0.00            3.23                未偿还          本金未归还          预约券源        
17877         20200624        20201223        000758          中色股份        600             0               600             0.00                0                   4.210          2592.00         0.00            0.00            0.00            0.00            -73.53              未偿还          本金未归还          预约券源        
17878         20200624        20201223        000758          中色股份        600             0               600             0.00                0                   4.210          2592.00         0.00            0.00            0.00            0.00            -73.53              未偿还          本金未归还          预约券源        
17879         20200624        20201223        002434          万里扬          300             0               300             0.00                0                   8.690          2610.00         0.00            0.00            0.00            0.00            -10.61              未偿还          本金未归还          预约券源        
17880         20200624        20201223        002128          露天煤业        200             0               200             0.00                0                   7.930          1582.00         0.00            0.00            0.00            0.00            -2.59               未偿还          本金未归还          预约券源        
17881         20200624        20201223        600909          华安证券        800             0               800             0.00                0                   6.840          5536.00         0.00            0.00            0.00            0.00            -74.58              未偿还          本金未归还          预约券源        
17882         20200624        20201223        600804          鹏博士          600             0               600             0.00                0                   8.810          5298.00         0.00            0.00            0.00            0.00            -22.40              未偿还          本金未归还          预约券源        
17883         20200624        20201223        002408          齐翔腾达        300             0               300             0.00                0                   6.140          1854.00         0.00            0.00            0.00            0.00            -18.84              未偿还          本金未归还          预约券源        
