标题：资金股票
营业部名称：华泰证券(212)
股东：鸣石量化十三号
资金余额：52382964.53 	 可取金额：34503410.46
冻结金额：0.00 	 股票市值：565017612.91
可用余额：34503410.46 	 总 资 产：599537172.37

------------------------------
证券代码	证券名称	股票余额	可用余额	冻结数量	成本价	保本价	市价	盈亏比()	盈亏	市值	交易市场	股东帐户	在途数量	
002254	泰和新材	105700	105700	0	13.280	13.296	13.600	2.29	32142.102	1437520.000	深圳Ａ	0899163779	0	
002274	华昌化工	52100	52100	0	5.183	5.189	5.430	4.64	12537.703	282903.000	深圳Ａ	0899163779	0	
002277	友阿股份	969400	969400	0	4.520	4.525	4.900	8.28	362814.430	4750060.000	深圳Ａ	0899163779	0	
002279	久其软件	428030	0	0	8.192	8.202	8.240	0.47	16418.888	3526967.200	深圳Ａ	0899163779	428030	
002282	博深股份	0	0	0	8.917	8.917	9.500	6.54	13865.660	0.000	深圳Ａ	0899163779	0	
002283	天润工业	148000	148000	0	4.727	4.733	4.890	3.33	23277.248	723720.000	深圳Ａ	0899163779	0	
002288	超华科技	650200	165200	0	5.558	5.565	5.630	1.18	42531.468	3660626.000	深圳Ａ	0899163779	485000	
002291	星期六	9700	0	0	24.174	24.202	24.200	-0.01	-22.446	234740.000	深圳Ａ	0899163779	9700	
002308	威创股份	124200	0	0	8.206	8.216	8.210	-0.07	-696.228	1019682.000	深圳Ａ	0899163779	124200	
002309	中利集团	162200	162200	0	6.050	6.057	6.120	1.04	10192.583	992664.000	深圳Ａ	0899163779	0	
002317	众生药业	432300	432300	0	17.196	17.216	17.660	2.58	191654.931	7634418.000	深圳Ａ	0899163779	0	
002322	理工环科	7000	7000	0	13.671	13.687	14.180	3.60	3446.866	99260.000	深圳Ａ	0899163779	0	
002328	新朋股份	259400	259400	0	6.259	6.266	6.520	4.05	65724.593	1691288.000	深圳Ａ	0899163779	0	
002330	得利斯	20500	20500	0	6.171	6.178	8.190	32.56	41193.063	167895.000	深圳Ａ	0899163779	0	
002332	仙琚制药	79100	79100	0	16.433	16.452	17.640	7.22	93841.171	1395324.000	深圳Ａ	0899163779	0	
002341	新纶科技	87900	0	0	5.463	5.469	5.450	-0.35	-1703.194	479055.000	深圳Ａ	0899163779	87900	
002343	慈文传媒	106120	106120	0	9.055	9.066	10.600	16.93	162639.300	1124872.000	深圳Ａ	0899163779	0	
002349	精华制药	169100	169100	0	5.716	5.723	5.810	1.53	14745.909	982471.000	深圳Ａ	0899163779	0	
002355	兴民智通	55600	55600	0	5.804	5.811	6.160	6.01	19392.880	342496.000	深圳Ａ	0899163779	0	
002358	森源电气	444280	444280	0	5.542	5.548	5.670	2.19	53920.531	2519067.600	深圳Ａ	0899163779	0	
002361	神剑股份	206900	206900	0	4.681	4.686	4.980	6.26	60657.576	1030362.000	深圳Ａ	0899163779	0	
002377	国创高新	173600	173600	0	4.119	4.124	4.210	2.09	14942.498	730856.000	深圳Ａ	0899163779	0	
002383	合众思壮	224000	224000	0	10.583	10.595	11.250	6.18	146459.600	2520000.000	深圳Ａ	0899163779	0	
002386	天原集团	56600	56600	0	5.260	5.266	5.590	6.15	18307.819	316394.000	深圳Ａ	0899163779	0	
002390	信邦制药	0	0	0	5.027	5.027	5.540	10.20	155686.390	0.000	深圳Ａ	0899163779	0	
002398	垒知集团	247900	247900	0	11.439	11.452	12.000	4.78	135591.384	2974800.000	深圳Ａ	0899163779	0	
002404	嘉欣丝绸	95300	95300	0	6.979	6.987	7.160	2.47	16450.953	682348.000	深圳Ａ	0899163779	0	
002411	延安必康	627000	627000	0	7.434	7.443	8.080	8.56	399114.593	5066160.000	深圳Ａ	0899163779	0	
002412	汉森制药	104500	104500	0	7.590	7.599	7.950	4.62	36647.993	830775.000	深圳Ａ	0899163779	0	
002413	雷科防务	722200	722200	0	8.570	8.580	9.250	7.81	483279.990	6680350.000	深圳Ａ	0899163779	0	
002421	达实智能	879900	879900	0	4.258	4.263	4.620	8.38	313767.589	4065138.000	深圳Ａ	0899163779	0	
002435	长江健康	89000	89000	0	4.073	4.078	4.180	2.51	9087.737	372020.000	深圳Ａ	0899163779	0	
002467	二六三	128600	0	0	8.621	8.631	8.640	0.10	1143.408	1111104.000	深圳Ａ	0899163779	128600	
002480	新筑股份	175800	175800	0	6.494	6.502	6.610	1.67	19033.216	1162038.000	深圳Ａ	0899163779	0	
002481	双塔食品	111900	111900	0	17.176	17.196	19.230	11.83	227324.951	2151837.000	深圳Ａ	0899163779	0	
002489	浙江永强	906400	906400	0	4.575	4.580	5.010	9.38	388970.955	4541064.000	深圳Ａ	0899163779	0	
002491	通鼎互联	164100	164100	0	5.638	5.645	5.740	1.69	15636.137	941934.000	深圳Ａ	0899163779	0	
002500	山西证券	155910	0	0	9.446	9.457	9.460	0.03	457.097	1474908.600	深圳Ａ	0899163779	155910	
002510	天汽模	74300	74300	0	3.937	3.942	5.230	32.69	95615.251	388589.000	深圳Ａ	0899163779	0	
002512	达华智能	251818	230118	0	5.606	5.613	5.720	1.91	27021.985	1440398.960	深圳Ａ	0899163779	21700	
002515	金字火腿	960200	960200	0	6.885	6.893	7.560	9.68	639641.839	7259112.000	深圳Ａ	0899163779	0	
002522	浙江众成	81700	81700	0	6.955	6.963	7.550	8.43	47889.803	616835.000	深圳Ａ	0899163779	0	
002528	英飞拓	121700	121700	0	4.931	4.937	5.450	10.40	62386.280	663265.000	深圳Ａ	0899163779	0	
002543	万和电气	13300	13300	0	7.920	7.929	8.740	10.22	10769.997	116242.000	深圳Ａ	0899163779	0	
002547	春兴精工	419100	419100	0	7.807	7.816	8.250	5.55	181615.937	3457575.000	深圳Ａ	0899163779	0	
002557	洽洽食品	34500	34500	0	53.278	53.340	56.300	5.55	101986.450	1942350.000	深圳Ａ	0899163779	0	
002563	森马服饰	118500	0	0	7.482	7.491	7.500	0.12	1093.162	888750.000	深圳Ａ	0899163779	118500	
002564	天沃科技	381940	381940	0	4.232	4.237	4.310	1.72	27865.311	1646161.400	深圳Ａ	0899163779	0	
002570	贝因美	142700	142700	0	6.401	6.408	7.310	14.07	128493.830	1043137.000	深圳Ａ	0899163779	0	
002573	清新环境	131148	131148	0	5.932	5.939	6.110	2.88	22406.806	801314.280	深圳Ａ	0899163779	0	
002587	奥拓电子	136100	136100	0	6.204	6.211	6.420	3.36	28375.298	873762.000	深圳Ａ	0899163779	0	
002589	瑞康医药	191000	191000	0	5.801	5.808	6.570	13.12	145410.802	1254870.000	深圳Ａ	0899163779	0	
002611	东方精工	47100	47100	0	5.125	5.131	5.220	1.73	4186.841	245862.000	深圳Ａ	0899163779	0	
002617	露笑科技	0	0	0	5.477	5.477	5.790	5.71	11476.630	0.000	深圳Ａ	0899163779	0	
002625	光启技术	281700	281700	0	8.273	8.283	9.720	17.35	404416.295	2738124.000	深圳Ａ	0899163779	0	
002636	金安国纪	107500	107500	0	9.638	9.649	9.950	3.12	32288.539	1069625.000	深圳Ａ	0899163779	0	
002639	雪人股份	293800	293800	0	7.420	7.429	7.890	6.21	135373.844	2318082.000	深圳Ａ	0899163779	0	
002645	华宏科技	129800	129800	0	8.930	8.940	9.270	3.69	42724.202	1203246.000	深圳Ａ	0899163779	0	
002654	万润科技	333500	210500	0	4.723	4.729	4.830	2.15	33799.858	1610805.000	深圳Ａ	0899163779	123000	
002666	德联集团	34200	34200	0	7.743	7.752	7.820	0.88	2320.491	267444.000	深圳Ａ	0899163779	0	
