时间,账户,代码,名称,状态,完成状态,买卖,委托价,委托量,成交量,成交均价,成交额,撤单量,类别,订单号,算法ID,来源,来源ID,Cats账户,SymbolFull
2020-08-03 13:01:27,9912900268,300206,理邦仪器,全成,已结束订单,卖出,23.99,2000,2000,23.99,47980,0,限价,SHDDF0_9912900268_SZ_184090,CSV,文件扫单,CSV@57504875,8980000931,300206.SZ
2020-08-03 13:01:27,9912900268,600515,海航基础,全成,已结束订单,卖出,6.91,10500,10500,6.91,72555,0,限价,SHDDF0_9912900268_SH_184096,CSV,文件扫单,CSV@57504876,8980000931,600515.SH
2020-08-03 13:01:27,9912900268,000651,格力电器,全成,已结束订单,卖出,57.03,10300,10300,57.052718,587642.9954,0,限价,SHDDF0_9912900268_SZ_184097,CSV,文件扫单,CSV@57504877,8980000931,000651.SZ
2020-08-03 13:01:27,9912900268,300031,宝通科技,全成,已结束订单,卖出,25.45,1500,1500,25.47,38205,0,限价,SHDDF0_9912900268_SZ_184098,CSV,文件扫单,CSV@57504878,8980000931,300031.SZ
2020-08-03 13:01:27,9912900268,300118,东方日升,部撤,已结束订单,卖出,18.25,3700,3500,18.25,63875,200,限价,SHDDF0_9912900268_SZ_184099,CSV,文件扫单,CSV@57504879,8980000931,300118.SZ
2020-08-03 13:01:27,9912900268,300124,汇川技术,全撤,已结束订单,卖出,52.21,400,0,0,0,400,限价,SHDDF0_9912900268_SZ_184100,CSV,文件扫单,CSV@57504880,8980000931,300124.SZ
2020-08-03 13:01:27,9912900268,000423,东阿阿胶,全成,已结束订单,卖出,40.78,100,100,40.78,4078,0,限价,SHDDF0_9912900268_SZ_184101,CSV,文件扫单,CSV@57504881,8980000931,000423.SZ
2020-08-03 13:01:27,9912900268,002707,众信旅游,全成,已结束订单,卖出,10.32,2000,2000,10.34,20680,0,限价,SHDDF0_9912900268_SZ_184102,CSV,文件扫单,CSV@57504882,8980000931,002707.SZ
2020-08-03 13:01:27,9912900268,300676,华大基因,全成,已结束订单,卖出,171.96,100,100,171.96,17196,0,限价,SHDDF0_9912900268_SZ_184103,CSV,文件扫单,CSV@57504883,8980000931,300676.SZ
2020-08-03 13:01:27,9912900268,600827,百联股份,全成,已结束订单,卖出,20.7,1000,1000,20.715,20715,0,限价,SHDDF0_9912900268_SH_184104,CSV,文件扫单,CSV@57504884,8980000931,600827.SH
2020-08-03 13:01:27,9912900268,002449,国星光电,全成,已结束订单,卖出,14.8,4600,4600,14.8,68080,0,限价,SHDDF0_9912900268_SZ_184105,CSV,文件扫单,CSV@57504885,8980000931,002449.SZ
2020-08-03 13:01:28,9912900268,300485,赛升药业,全成,已结束订单,卖出,22.94,600,600,22.97,13782,0,限价,SHDDF0_9912900268_SZ_184118,CSV,文件扫单,CSV@57504886,8980000931,300485.SZ
2020-08-03 13:01:28,9912900268,603238,诺邦股份,全成,已结束订单,卖出,40.86,400,400,40.86,16344,0,限价,SHDDF0_9912900268_SH_184119,CSV,文件扫单,CSV@57504887,8980000931,603238.SH
2020-08-03 13:01:28,9912900268,002408,齐翔腾达,全成,已结束订单,卖出,8.02,3000,3000,8.02,24060,0,限价,SHDDF0_9912900268_SZ_184120,CSV,文件扫单,CSV@57504888,8980000931,002408.SZ
2020-08-03 13:01:28,9912900268,603501,韦尔股份,全成,已结束订单,卖出,199.19,500,500,199.19,99595,0,限价,SHDDF0_9912900268_SH_184121,CSV,文件扫单,CSV@57504889,8980000931,603501.SH
2020-08-03 13:01:28,9912900268,603605,珀莱雅,全成,已结束订单,卖出,185.33,100,100,185.42,18542,0,限价,SHDDF0_9912900268_SH_184122,CSV,文件扫单,CSV@57504890,8980000931,603605.SH
2020-08-03 13:01:28,9912900268,603185,上机数控,全成,已结束订单,卖出,66.93,300,300,66.93,20079,0,限价,SHDDF0_9912900268_SH_184123,CSV,文件扫单,CSV@57504891,8980000931,603185.SH
2020-08-03 13:01:28,9912900268,603896,寿仙谷,全成,已结束订单,卖出,40.77,100,100,40.77,4077,0,限价,SHDDF0_9912900268_SH_184124,CSV,文件扫单,CSV@57504892,8980000931,603896.SH
2020-08-03 13:01:28,9912900268,300366,创意信息,全成,已结束订单,卖出,16.89,400,400,16.9,6760,0,限价,SHDDF0_9912900268_SZ_184125,CSV,文件扫单,CSV@57504893,8980000931,300366.SZ
2020-08-03 13:01:28,9912900268,000785,居然之家,全成,已结束订单,卖出,9.99,4900,4900,9.99,48951,0,限价,SHDDF0_9912900268_SZ_184126,CSV,文件扫单,CSV@57504894,8980000931,000785.SZ
2020-08-03 13:01:28,9912900268,002028,思源电气,全成,已结束订单,卖出,28.52,600,600,28.52,17112,0,限价,SHDDF0_9912900268_SZ_184127,CSV,文件扫单,CSV@57504895,8980000931,002028.SZ
2020-08-03 13:01:29,9912900268,002534,杭锅股份,全成,已结束订单,卖出,8.97,200,200,8.97,1794,0,限价,SHDDF0_9912900268_SZ_184137,CSV,文件扫单,CSV@57504896,8980000931,002534.SZ
2020-08-03 13:01:29,9912900268,300183,东软载波,全撤,已结束订单,卖出,24.73,500,0,0,0,500,限价,SHDDF0_9912900268_SZ_184138,CSV,文件扫单,CSV@57504897,8980000931,300183.SZ
2020-08-03 13:01:29,9912900268,002683,宏大爆破,全成,已结束订单,卖出,58.66,100,100,58.7,5870,0,限价,SHDDF0_9912900268_SZ_184139,CSV,文件扫单,CSV@57504898,8980000931,002683.SZ
2020-08-03 13:01:29,9912900268,002438,江苏神通,全成,已结束订单,卖出,10.78,1400,1400,10.78,15092,0,限价,SHDDF0_9912900268_SZ_184140,CSV,文件扫单,CSV@57504899,8980000931,002438.SZ
2020-08-03 13:01:29,9912900268,300303,聚飞光电,全成,已结束订单,卖出,7.53,5200,5200,7.53,39156,0,限价,SHDDF0_9912900268_SZ_184141,CSV,文件扫单,CSV@57504900,8980000931,300303.SZ
2020-08-03 13:01:29,9912900268,002726,龙大肉食,全成,已结束订单,卖出,11.34,3400,3400,11.34,38556,0,限价,SHDDF0_9912900268_SZ_184142,CSV,文件扫单,CSV@57504901,8980000931,002726.SZ
2020-08-03 13:01:29,9912900268,603650,彤程新材,全撤,已结束订单,卖出,35.01,700,0,0,0,700,限价,SHDDF0_9912900268_SH_184143,CSV,文件扫单,CSV@57504902,8980000931,603650.SH
2020-08-03 13:01:29,9912900268,002867,周大生,部撤,已结束订单,卖出,28.99,1100,200,28.99,5798,900,限价,SHDDF0_9912900268_SZ_184144,CSV,文件扫单,CSV@57504903,8980000931,002867.SZ
2020-08-03 13:01:29,9912900268,603010,万盛股份,全成,已结束订单,卖出,17.87,1200,1200,17.87,21444,0,限价,SHDDF0_9912900268_SH_184152,CSV,文件扫单,CSV@57504904,8980000931,603010.SH
2020-08-03 13:01:29,9912900268,002410,广联达,全撤,已结束订单,卖出,75.28,400,0,0,0,400,限价,SHDDF0_9912900268_SZ_184153,CSV,文件扫单,CSV@57504905,8980000931,002410.SZ
2020-08-03 13:01:29,9912900268,603658,安图生物,全成,已结束订单,卖出,158,100,100,158.01,15801,0,限价,SHDDF0_9912900268_SH_184154,CSV,文件扫单,CSV@57504906,8980000931,603658.SH
2020-08-03 13:01:29,9912900268,002757,南兴股份,全成,已结束订单,卖出,19.9,400,400,19.91,7964,0,限价,SHDDF0_9912900268_SZ_184155,CSV,文件扫单,CSV@57504907,8980000931,002757.SZ
2020-08-03 13:01:29,9912900268,300357,我武生物,全成,已结束订单,卖出,66.15,400,400,66.165,26466,0,限价,SHDDF0_9912900268_SZ_184156,CSV,文件扫单,CSV@57504908,8980000931,300357.SZ
2020-08-03 13:01:29,9912900268,603027,千禾味业,全成,已结束订单,卖出,34.33,2000,2000,34.36,68720,0,限价,SHDDF0_9912900268_SH_184157,CSV,文件扫单,CSV@57504909,8980000931,603027.SH
2020-08-03 13:01:29,9912900268,000917,电广传媒,全成,已结束订单,卖出,7.26,4600,4600,7.26,33396,0,限价,SHDDF0_9912900268_SZ_184158,CSV,文件扫单,CSV@57504910,8980000931,000917.SZ
2020-08-03 13:01:30,9912900268,002581,未名医药,全成,已结束订单,卖出,24.98,400,400,25,10000,0,限价,SHDDF0_9912900268_SZ_184165,CSV,文件扫单,CSV@57504911,8980000931,002581.SZ
2020-08-03 13:01:30,9912900268,300073,当升科技,全成,已结束订单,卖出,35.58,500,500,35.61,17805,0,限价,SHDDF0_9912900268_SZ_184166,CSV,文件扫单,CSV@57504912,8980000931,300073.SZ
2020-08-03 13:01:30,9912900268,300769,德方纳米,全成,已结束订单,卖出,101.36,100,100,101.45,10145,0,限价,SHDDF0_9912900268_SZ_184167,CSV,文件扫单,CSV@57504913,8980000931,300769.SZ
2020-08-03 13:01:30,9912900268,002382,蓝帆医疗,全成,已结束订单,卖出,33.35,600,600,33.35,20010,0,限价,SHDDF0_9912900268_SZ_184168,CSV,文件扫单,CSV@57504914,8980000931,002382.SZ
2020-08-03 13:01:30,9912900268,300363,博腾股份,全成,已结束订单,卖出,32.39,100,100,32.43,3243,0,限价,SHDDF0_9912900268_SZ_184169,CSV,文件扫单,CSV@57504915,8980000931,300363.SZ
2020-08-03 13:01:30,9912900268,300299,富春股份,全成,已结束订单,卖出,10.8,5300,5300,10.81,57293,0,限价,SHDDF0_9912900268_SZ_184170,CSV,文件扫单,CSV@57504916,8980000931,300299.SZ
2020-08-03 13:01:30,9912900268,300740,御家汇,全撤,已结束订单,卖出,22.49,1600,0,0,0,1600,限价,SHDDF0_9912900268_SZ_184171,CSV,文件扫单,CSV@57504917,8980000931,300740.SZ
2020-08-03 13:01:30,9912900268,300525,博思软件,全成,已结束订单,卖出,48.96,400,400,49.0075,19603,0,限价,SHDDF0_9912900268_SZ_184172,CSV,文件扫单,CSV@57504918,8980000931,300525.SZ
2020-08-03 13:01:31,9912900268,300763,锦浪科技,全成,已结束订单,卖出,91.02,200,200,91.1,18220,0,限价,SHDDF0_9912900268_SZ_184188,CSV,文件扫单,CSV@57504919,8980000931,300763.SZ
2020-08-03 13:01:31,9912900268,002050,三花智控,全成,已结束订单,卖出,23.53,5600,5600,23.53,131768,0,限价,SHDDF0_9912900268_SZ_184189,CSV,文件扫单,CSV@57504920,8980000931,002050.SZ
2020-08-03 13:01:31,9912900268,002589,瑞康医药,全成,已结束订单,卖出,6.61,6500,6500,6.61,42965,0,限价,SHDDF0_9912900268_SZ_184190,CSV,文件扫单,CSV@57504921,8980000931,002589.SZ
2020-08-03 13:01:31,9912900268,300573,兴齐眼药,全成,已结束订单,卖出,202.46,100,100,202.63,20263,0,限价,SHDDF0_9912900268_SZ_184191,CSV,文件扫单,CSV@57504922,8980000931,300573.SZ
2020-08-03 13:01:31,9912900268,600645,中源协和,全成,已结束订单,卖出,30.51,4800,4800,30.54,146592,0,限价,SHDDF0_9912900268_SH_184192,CSV,文件扫单,CSV@57504923,8980000931,600645.SH
2020-08-03 13:01:31,9912900268,600486,扬农化工,全成,已结束订单,卖出,93.37,100,100,93.37,9337,0,限价,SHDDF0_9912900268_SH_184211,CSV,文件扫单,CSV@57504924,8980000931,600486.SH
2020-08-03 13:01:31,9912900268,002727,一心堂,全成,已结束订单,卖出,31.43,300,300,31.46,9438,0,限价,SHDDF0_9912900268_SZ_184212,CSV,文件扫单,CSV@57504925,8980000931,002727.SZ
2020-08-03 13:01:31,9912900268,300331,苏大维格,全成,已结束订单,卖出,38.75,700,700,38.78,27146,0,限价,SHDDF0_9912900268_SZ_184213,CSV,文件扫单,CSV@57504926,8980000931,300331.SZ
2020-08-03 13:01:31,9912900268,300465,高伟达,全成,已结束订单,卖出,18.11,2000,2000,18.14,36280,0,限价,SHDDF0_9912900268_SZ_184214,CSV,文件扫单,CSV@57504927,8980000931,300465.SZ
2020-08-03 13:01:31,9912900268,600609,金杯汽车,全成,已结束订单,卖出,7.59,1400,1400,7.59,10626,0,限价,SHDDF0_9912900268_SH_184215,CSV,文件扫单,CSV@57504928,8980000931,600609.SH
2020-08-03 13:01:31,9912900268,300223,北京君正,部撤,已结束订单,卖出,95.96,600,200,95.975,19195,400,限价,SHDDF0_9912900268_SZ_184216,CSV,文件扫单,CSV@57504929,8980000931,300223.SZ
2020-08-03 13:01:31,9912900268,300083,创世纪,全成,已结束订单,卖出,9.99,3100,3100,9.99,30969,0,限价,SHDDF0_9912900268_SZ_184217,CSV,文件扫单,CSV@57504930,8980000931,300083.SZ
2020-08-03 13:01:31,9912900268,300293,蓝英装备,全成,已结束订单,卖出,26.22,700,700,26.25,18375,0,限价,SHDDF0_9912900268_SZ_184218,CSV,文件扫单,CSV@57504931,8980000931,300293.SZ
2020-08-03 13:01:31,9912900268,300033,同花顺,全成,已结束订单,卖出,145.84,200,200,146.4,29280,0,限价,SHDDF0_9912900268_SZ_184219,CSV,文件扫单,CSV@57504932,8980000931,300033.SZ
2020-08-03 13:01:31,9912900268,300296,利亚德,部撤,已结束订单,卖出,7.17,28500,3700,7.17,26529,24800,限价,SHDDF0_9912900268_SZ_184220,CSV,文件扫单,CSV@57504933,8980000931,300296.SZ
2020-08-03 13:01:31,9912900268,600369,西南证券,全成,已结束订单,卖出,5.85,28500,28500,5.85,166725,0,限价,SHDDF0_9912900268_SH_184221,CSV,文件扫单,CSV@57504934,8980000931,600369.SH
2020-08-03 13:01:31,9912900268,000732,泰禾集团,全成,已结束订单,卖出,5.87,12100,12100,5.87,71027,0,限价,SHDDF0_9912900268_SZ_184222,CSV,文件扫单,CSV@57504935,8980000931,000732.SZ
2020-08-03 13:01:31,9912900268,002568,百润股份,全成,已结束订单,卖出,56.74,100,100,56.74,5674,0,限价,SHDDF0_9912900268_SZ_184223,CSV,文件扫单,CSV@57504936,8980000931,002568.SZ
2020-08-03 13:01:31,9912900268,603666,亿嘉和,全撤,已结束订单,卖出,110.02,100,0,0,0,100,限价,SHDDF0_9912900268_SH_184224,CSV,文件扫单,CSV@57504937,8980000931,603666.SH
2020-08-03 13:01:31,9912900268,603043,广州酒家,全成,已结束订单,卖出,39.47,200,200,39.5,7900,0,限价,SHDDF0_9912900268_SH_184225,CSV,文件扫单,CSV@57504938,8980000931,603043.SH
2020-08-03 13:01:31,9912900268,600845,宝信软件,全成,已结束订单,卖出,71.24,100,100,71.27,7127,0,限价,SHDDF0_9912900268_SH_184226,CSV,文件扫单,CSV@57504939,8980000931,600845.SH
2020-08-03 13:01:31,9912900268,601952,苏垦农发,全成,已结束订单,卖出,13.78,2300,2300,13.78,31694,0,限价,SHDDF0_9912900268_SH_184227,CSV,文件扫单,CSV@57504940,8980000931,601952.SH
2020-08-03 13:01:31,9912900268,002812,恩捷股份,全撤,已结束订单,卖出,81.29,100,0,0,0,100,限价,SHDDF0_9912900268_SZ_184228,CSV,文件扫单,CSV@57504941,8980000931,002812.SZ
2020-08-03 13:01:31,9912900268,002064,华峰氨纶,全成,已结束订单,卖出,6.85,7200,7200,6.85,49320,0,限价,SHDDF0_9912900268_SZ_184229,CSV,文件扫单,CSV@57504942,8980000931,002064.SZ
2020-08-03 13:01:31,9912900268,300653,正海生物,全成,已结束订单,卖出,73.73,100,100,73.77,7377,0,限价,SHDDF0_9912900268_SZ_184230,CSV,文件扫单,CSV@57504943,8980000931,300653.SZ
2020-08-03 13:01:31,9912900268,300315,掌趣科技,全成,已结束订单,卖出,9.28,6700,6700,9.28,62176,0,限价,SHDDF0_9912900268_SZ_184231,CSV,文件扫单,CSV@57504944,8980000931,300315.SZ
2020-08-03 13:01:31,9912900268,600597,光明乳业,全成,已结束订单,卖出,19.13,600,600,19.14,11484,0,限价,SHDDF0_9912900268_SH_184232,CSV,文件扫单,CSV@57504945,8980000931,600597.SH
2020-08-03 13:01:31,9912900268,000951,中国重汽,全成,已结束订单,卖出,37.02,300,300,37.066667,11120.0001,0,限价,SHDDF0_9912900268_SZ_184233,CSV,文件扫单,CSV@57504946,8980000931,000951.SZ
2020-08-03 13:01:31,9912900268,002187,广百股份,全成,已结束订单,卖出,15.87,3100,3100,15.872129,49203.5999,0,限价,SHDDF0_9912900268_SZ_184234,CSV,文件扫单,CSV@57504947,8980000931,002187.SZ
2020-08-03 13:01:31,9912900268,002657,中科金财,全成,已结束订单,卖出,16.08,1100,1100,16.08,17688,0,限价,SHDDF0_9912900268_SZ_184235,CSV,文件扫单,CSV@57504948,8980000931,002657.SZ
2020-08-03 13:01:31,9912900268,002734,利民股份,全成,已结束订单,卖出,16.89,1000,1000,16.89,16890,0,限价,SHDDF0_9912900268_SZ_184236,CSV,文件扫单,CSV@57504949,8980000931,002734.SZ
2020-08-03 13:01:31,9912900268,300019,硅宝科技,全成,已结束订单,卖出,17.69,200,200,17.71,3542,0,限价,SHDDF0_9912900268_SZ_184237,CSV,文件扫单,CSV@57504950,8980000931,300019.SZ
2020-08-03 13:01:31,9912900268,300395,菲利华,全成,已结束订单,卖出,43.68,200,200,43.7,8740,0,限价,SHDDF0_9912900268_SZ_184238,CSV,文件扫单,CSV@57504951,8980000931,300395.SZ
2020-08-03 13:01:31,9912900268,300082,奥克股份,全成,已结束订单,卖出,8.82,400,400,8.82,3528,0,限价,SHDDF0_9912900268_SZ_184239,CSV,文件扫单,CSV@57504952,8980000931,300082.SZ
2020-08-03 13:01:32,9912900268,603123,翠微股份,全成,已结束订单,卖出,11.34,1200,1200,11.34,13608,0,限价,SHDDF0_9912900268_SH_184253,CSV,文件扫单,CSV@57504953,8980000931,603123.SH
2020-08-03 13:01:32,9912900268,000987,越秀金控,全成,已结束订单,卖出,23.37,1000,1000,23.38,23380,0,限价,SHDDF0_9912900268_SZ_184254,CSV,文件扫单,CSV@57504954,8980000931,000987.SZ
2020-08-03 13:01:32,9912900268,000538,云南白药,全撤,已结束订单,卖出,116.14,1300,0,0,0,1300,限价,SHDDF0_9912900268_SZ_184255,CSV,文件扫单,CSV@57504955,8980000931,000538.SZ
2020-08-03 13:01:32,9912900268,603626,科森科技,全撤,已结束订单,卖出,15.93,800,0,0,0,800,限价,SHDDF0_9912900268_SH_184256,CSV,文件扫单,CSV@57504956,8980000931,603626.SH
2020-08-03 13:01:32,9912900268,000796,凯撒旅业,全撤,已结束订单,卖出,16.82,300,0,0,0,300,限价,SHDDF0_9912900268_SZ_184257,CSV,文件扫单,CSV@57504957,8980000931,000796.SZ
2020-08-03 13:01:33,9912900268,300391,康跃科技,全成,已结束订单,卖出,15.56,200,200,15.57,3114,0,限价,SHDDF0_9912900268_SZ_184266,CSV,文件扫单,CSV@57504958,8980000931,300391.SZ
2020-08-03 13:01:34,9912900268,600315,上海家化,全成,已结束订单,卖出,46.23,1400,1400,46.27,64778,0,限价,SHDDF0_9912900268_SH_184282,CSV,文件扫单,CSV@57504959,8980000931,600315.SH
2020-08-03 13:01:34,9912900268,300364,中文在线,全成,已结束订单,卖出,9.26,5800,5800,9.26,53708,0,限价,SHDDF0_9912900268_SZ_184283,CSV,文件扫单,CSV@57504960,8980000931,300364.SZ
2020-08-03 13:01:35,9912900268,300037,新宙邦,全撤,已结束订单,卖出,57.95,100,0,0,0,100,限价,SHDDF0_9912900268_SZ_184298,CSV,文件扫单,CSV@57504961,8980000931,300037.SZ
2020-08-03 13:01:35,9912900268,300238,冠昊生物,全成,已结束订单,卖出,38.38,3400,3400,38.38,130492,0,限价,SHDDF0_9912900268_SZ_184299,CSV,文件扫单,CSV@57504962,8980000931,300238.SZ
2020-08-03 13:01:35,9912900268,601100,恒立液压,部撤,已结束订单,卖出,62.33,500,200,62.33,12466,300,限价,SHDDF0_9912900268_SH_184300,CSV,文件扫单,CSV@57504963,8980000931,601100.SH
2020-08-03 13:01:35,9912900268,300212,易华录,全撤,已结束订单,卖出,51.62,200,0,0,0,200,限价,SHDDF0_9912900268_SZ_184301,CSV,文件扫单,CSV@57504964,8980000931,300212.SZ
2020-08-03 13:01:35,9912900268,600093,易见股份,全成,已结束订单,卖出,14.06,4100,4100,14.06,57646,0,限价,SHDDF0_9912900268_SH_184302,CSV,文件扫单,CSV@57504965,8980000931,600093.SH
2020-08-03 13:01:35,9912900268,300677,英科医疗,全成,已结束订单,卖出,173.48,1200,1200,173.485833,208182.9996,0,限价,SHDDF0_9912900268_SZ_184303,CSV,文件扫单,CSV@57504966,8980000931,300677.SZ
2020-08-03 13:01:35,9912900268,300751,迈为股份,全撤,已结束订单,卖出,366.66,100,0,0,0,100,限价,SHDDF0_9912900268_SZ_184304,CSV,文件扫单,CSV@57504967,8980000931,300751.SZ
2020-08-03 13:01:35,9912900268,000768,中航飞机,全撤,已结束订单,卖出,25.66,7900,0,0,0,7900,限价,SHDDF0_9912900268_SZ_184305,CSV,文件扫单,CSV@57504968,8980000931,000768.SZ
2020-08-03 13:01:35,9912900268,603232,格尔软件,全撤,已结束订单,卖出,38.33,100,0,0,0,100,限价,SHDDF0_9912900268_SH_184306,CSV,文件扫单,CSV@57504969,8980000931,603232.SH
2020-08-03 13:01:36,9912900268,603181,皇马科技,全成,已结束订单,卖出,24.58,300,300,24.6,7380,0,限价,SHDDF0_9912900268_SH_184335,CSV,文件扫单,CSV@57504970,8980000931,603181.SH
2020-08-03 13:01:36,9912900268,002801,微光股份,全成,已结束订单,卖出,34.74,300,300,34.75,10425,0,限价,SHDDF0_9912900268_SZ_184336,CSV,文件扫单,CSV@57504971,8980000931,002801.SZ
2020-08-03 13:01:36,9912900268,300496,中科创达,全撤,已结束订单,卖出,99.43,500,0,0,0,500,限价,SHDDF0_9912900268_SZ_184337,CSV,文件扫单,CSV@57504972,8980000931,300496.SZ
2020-08-03 13:01:36,9912900268,601965,中国汽研,全成,已结束订单,卖出,11.36,300,300,11.37,3411,0,限价,SHDDF0_9912900268_SH_184338,CSV,文件扫单,CSV@57504973,8980000931,601965.SH
2020-08-03 13:01:36,9912900268,002117,东港股份,全成,已结束订单,买入,12.65,1300,1300,12.65,16445,0,限价,SHDDF0_9912900268_SZ_184339,CSV,文件扫单,CSV@57504974,8980000931,002117.SZ
2020-08-03 13:01:36,9912900268,603378,亚士创能,全成,已结束订单,卖出,71.65,100,100,71.65,7165,0,限价,SHDDF0_9912900268_SH_184340,CSV,文件扫单,CSV@57504975,8980000931,603378.SH
2020-08-03 13:01:36,9912900268,000016,深康佳Ａ,全撤,已结束订单,买入,7.51,42100,0,0,0,42100,限价,SHDDF0_9912900268_SZ_184341,CSV,文件扫单,CSV@57504976,8980000931,000016.SZ
2020-08-03 13:01:36,9912900268,002637,赞宇科技,全成,已结束订单,买入,13.58,900,900,13.58,12222,0,限价,SHDDF0_9912900268_SZ_184342,CSV,文件扫单,CSV@57504977,8980000931,002637.SZ
2020-08-03 13:01:36,9912900268,002138,顺络电子,全成,已结束订单,买入,28.02,2100,2100,28.02,58842,0,限价,SHDDF0_9912900268_SZ_184343,CSV,文件扫单,CSV@57504978,8980000931,002138.SZ
2020-08-03 13:01:36,9912900268,603766,隆鑫通用,全撤,已结束订单,买入,4.65,47600,0,0,0,47600,限价,SHDDF0_9912900268_SH_184344,CSV,文件扫单,CSV@57504979,8980000931,603766.SH
2020-08-03 13:01:36,9912900268,600879,航天电子,全成,已结束订单,买入,8.08,6100,6100,8.08,49288,0,限价,SHDDF0_9912900268_SH_184345,CSV,文件扫单,CSV@57504980,8980000931,600879.SH
2020-08-03 13:01:36,9912900268,600885,宏发股份,全成,已结束订单,买入,45.12,100,100,45,4500,0,限价,SHDDF0_9912900268_SH_184346,CSV,文件扫单,CSV@57504981,8980000931,600885.SH
2020-08-03 13:01:36,9912900268,002861,瀛通通讯,全成,已结束订单,买入,29.9,1000,1000,29.88,29880,0,限价,SHDDF0_9912900268_SZ_184347,CSV,文件扫单,CSV@57504982,8980000931,002861.SZ
2020-08-03 13:01:36,9912900268,000758,中色股份,全成,已结束订单,买入,5.66,13600,13600,5.66,76976,0,限价,SHDDF0_9912900268_SZ_184348,CSV,文件扫单,CSV@57504983,8980000931,000758.SZ
2020-08-03 13:01:36,9912900268,002057,中钢天源,全成,已结束订单,买入,8.33,12300,12300,8.33,102459,0,限价,SHDDF0_9912900268_SZ_184349,CSV,文件扫单,CSV@57504984,8980000931,002057.SZ
2020-08-03 13:01:36,9912900268,600343,航天动力,全成,已结束订单,买入,9.89,8800,8800,9.89,87032,0,限价,SHDDF0_9912900268_SH_184350,CSV,文件扫单,CSV@57504985,8980000931,600343.SH
2020-08-03 13:01:36,9912900268,300297,蓝盾股份,全成,已结束订单,买入,4.19,86200,86200,4.19,361178,0,限价,SHDDF0_9912900268_SZ_184351,CSV,文件扫单,CSV@57504986,8980000931,300297.SZ
2020-08-03 13:01:36,9912900268,603959,百利科技,全成,已结束订单,买入,9.48,1300,1300,9.48,12324,0,限价,SHDDF0_9912900268_SH_184352,CSV,文件扫单,CSV@57504987,8980000931,603959.SH
2020-08-03 13:01:36,9912900268,002111,威海广泰,全成,已结束订单,买入,17.09,2300,2300,17.09,39307,0,限价,SHDDF0_9912900268_SZ_184353,CSV,文件扫单,CSV@57504988,8980000931,002111.SZ
2020-08-03 13:01:36,9912900268,002406,远东传动,全撤,已结束订单,买入,7.04,1500,0,0,0,1500,限价,SHDDF0_9912900268_SZ_184354,CSV,文件扫单,CSV@57504989,8980000931,002406.SZ
2020-08-03 13:01:36,9912900268,300068,南都电源,全成,已结束订单,买入,14.39,200,200,14.39,2878,0,限价,SHDDF0_9912900268_SZ_184355,CSV,文件扫单,CSV@57504990,8980000931,300068.SZ
