时间            委托编号        证券代码        交易业务        委托数量        委托价格        委托状态        
09:30:37.073    1080322019      002432          700 担保品买入  4700            10.7800         已撤            
09:30:37.086    1120321518      002385          700 担保品买入  95800           9.0700          已成            
09:30:37.086    1140317520      002465          700 担保品买入  29000           12.9400         已撤            
09:30:37.094    1160321519      000636          700 担保品买入  14400           29.3200         已撤            
09:30:37.139    1000320219      002398          700 担保品买入  3300            10.5100         已撤            
09:30:37.201    1040320219      002384          700 担保品买入  18900           28.9900         已成            
09:30:37.406    1100318820      600110          700 担保品买入  28600           5.0100          部撤            
09:30:37.468    1120321519      600362          700 担保品买入  100             13.4500         已成            
09:30:37.468    1140317521      600285          700 担保品买入  1000            8.8000          已撤            
09:30:37.468    1160321520      600291          700 担保品买入  11100           9.0300          已撤            
09:30:37.487    1180318820      000931          700 担保品买入  9100            11.9400         已成            
09:30:37.770    1020318919      300750          700 担保品买入  3200            169.5800        已成            
09:30:37.794    1040320220      603298          700 担保品买入  9800            10.9100         已撤            
09:30:37.794    1060319619      603501          700 担保品买入  1100            204.2100        已成            
09:30:37.794    1080322021      603650          700 担保品买入  2500            23.2500         已成            
09:30:37.795    1100318821      603337          700 担保品买入  100             21.5100         已成            
09:30:37.832    1120321520      002085          701 担保品卖出  400             6.7200          已成            
09:30:37.839    1140317522      000936          700 担保品买入  16600           13.0600         已成            
09:30:37.856    1160321521      000948          700 担保品买入  300             13.1900         已成            
09:30:37.857    1180318821      603200          700 担保品买入  600             42.0400         已成            
09:30:37.868    1000320221      002837          700 担保品买入  400             29.3100         已撤            
09:30:37.886    1020318920      002158          700 担保品买入  4800            12.6700         已成            
09:30:37.907    1040320221      002174          700 担保品买入  15100           25.9900         已撤            
09:30:37.942    1060319620      002351          701 担保品卖出  23800           20.7300         已成            
09:30:37.999    1080322022      002299          700 担保品买入  4400            28.9900         已成            
09:30:38.000    1100318822      300616          701 担保品卖出  200             59.7000         已成            
09:30:38.045    1120321521      300601          700 担保品买入  1100            154.6300        已成            
09:30:38.046    1140317523      603186          700 担保品买入  500             48.9900         已成            
09:30:38.109    1160321522      603387          700 担保品买入  5700            40.0200         已成            
09:30:38.109    1180318822      600216          700 担保品买入  28100           19.5800         部撤            
09:30:38.110    1000320222      600109          700 担保品买入  46100           11.2800         已成            
09:30:38.110    1020318921      603639          700 担保品买入  600             20.5400         已成            
09:30:38.110    1040320222      603131          700 担保品买入  600             17.5000         已撤            
09:30:38.110    1060319621      603232          700 担保品买入  1000            29.0400         已成            
09:30:38.110    1080322023      603355          700 担保品买入  1100            24.1900         已撤            
09:30:38.236    1100318823      600521          700 担保品买入  2900            33.2100         部撤            
09:30:38.279    1120321522      300034          700 担保品买入  2200            17.8700         已成            
09:30:38.280    1140317524      300020          700 担保品买入  19400           11.2300         已撤            
09:30:38.292    1160321523      600298          700 担保品买入  6000            46.4000         已撤            
09:30:38.492    1180318823      300709          700 担保品买入  1400            93.1700         已撤            
09:30:38.554    1000320223      300658          700 担保品买入  3700            30.3900         部撤            
09:30:38.583    1020318922      002168          700 担保品买入  10400           8.6800          已成            
09:30:38.584    1040320223      300759          700 担保品买入  1100            89.3300         已撤            
09:30:38.585    1060319622      300632          700 担保品买入  1000            17.1000         已撤            
09:30:38.597    1080322024      002055          700 担保品买入  2500            14.4200         已成            
09:30:38.678    1100318824      002030          700 担保品买入  9000            26.9700         部撤            
09:30:38.678    1120321523      300653          700 担保品买入  900             74.3000         已撤            
09:30:38.678    1140317525      300346          700 担保品买入  16300           43.2000         已成            
09:30:38.690    1160321524      002019          701 担保品卖出  4600            23.7900         已成            
09:30:38.789    1180318824      600702          700 担保品买入  600             35.6600         已成            
09:30:38.841    1000320224      600503          700 担保品买入  69100           4.5500          已成            
09:30:38.903    1060319623      600511          700 担保品买入  2500            45.4200         已成            
09:30:38.904    1080322025      603393          700 担保品买入  500             36.3100         已成            
09:30:38.904    1100318825      603708          700 担保品买入  800             43.5500         已撤            
09:30:38.904    1120321524      300751          700 担保品买入  100             291.5100        已撤            
09:30:38.923    1140317526      002153          701 担保品卖出  500             39.6900         已撤            
09:30:39.207    1040320225      002197          700 担保品买入  17100           10.1600         已撤            
09:30:39.222    1060319624      002850          700 担保品买入  300             67.5300         已撤            
09:30:39.347    1100318826      002810          700 担保品买入  1600            30.5100         已撤            
09:30:39.382    1120321525      002230          700 担保品买入  2700            36.8200         部撤            
09:30:39.415    1140317527      300168          700 担保品买入  9800            22.5200         已成            
09:30:39.416    1160321526      002913          700 担保品买入  500             60.7500         部撤            
09:30:39.498    1180318826      002230          700 担保品买入  2700            36.8200         已撤            
09:30:39.618    1020318925      002222          700 担保品买入  5500            14.3800         已成            
09:30:39.619    1040320226      000918          700 担保品买入  3400            4.9300          已成            
09:30:39.631    1060319625      300677          701 担保品卖出  3700            124.3700        已成            
09:30:39.693    1080322027      002299          700 担保品买入  4400            28.9900         已成            
09:30:39.853    1100318827      600475          700 担保品买入  300             11.9100         已成            
09:30:39.855    1120321526      002241          700 担保品买入  19000           26.8800         部撤            
09:30:39.855    1140317528      002338          700 担保品买入  4100            27.7400         已撤            
09:30:39.856    1160321527      002570          700 担保品买入  500             6.4100          已成            
09:30:39.867    1180318827      300142          700 担保品买入  15000           54.9200         已成            
09:30:39.868    1000320227      002294          700 担保品买入  1400            27.6200         部撤            
09:30:39.930    1020318926      300003          700 担保品买入  600             36.1200         已成            
09:30:39.931    1040320227      300149          700 担保品买入  1200            19.8100         已成            
09:30:39.932    1060319626      002891          700 担保品买入  600             40.5600         已成            
09:30:40.077    1080322028      002925          700 担保品买入  1400            55.8900         已成            
09:30:40.120    1100318828      600559          700 担保品买入  8600            11.0200         已撤            
09:30:40.187    1120321527      002292          700 担保品买入  14400           8.7000          已撤            
09:30:40.187    1140317529      300143          700 担保品买入  5800            16.5900         已成            
09:30:40.201    1160321528      300381          700 担保品买入  16000           15.4200         已成            
09:30:40.236    1180318828      002351          701 担保品卖出  23800           20.7300         已成            
09:30:40.353    1000320228      002317          701 担保品卖出  16800           15.1900         已成            
09:30:40.353    1020318927      000034          700 担保品买入  400             24.0400         已成            
09:30:40.355    1040320228      300566          700 担保品买入  2000            26.9900         已成            
09:30:40.366    1060319627      600732          701 担保品卖出  10500           10.9600         已成            
09:30:40.379    1080322029      300115          700 担保品买入  15000           21.3900         已成            
09:30:40.380    1100318829      300685          700 担保品买入  400             71.4500         已撤            
09:30:40.397    1120321528      300007          701 担保品卖出  2200            16.0500         已成            
09:30:40.540    1160321529      000021          700 担保品买入  1100            23.6100         已成            
09:30:40.578    1000320229      300673          700 担保品买入  900             38.5100         已撤            
09:30:40.579    1020318928      300394          700 担保品买入  1300            55.1600         已撤            
09:30:40.606    1040320229      600459          700 担保品买入  400             27.4000         已成            
09:30:40.649    1060319628      000030          700 担保品买入  7900            6.2000          已撤            
09:30:40.673    1080322030      300274          700 担保品买入  4300            13.7000         已撤            
09:30:40.680    1120321529      600609          700 担保品买入  9600            6.4000          已撤            
09:30:40.735    1160321530      002385          700 担保品买入  90400           9.0700          已撤            
09:30:40.735    1180318830      002901          700 担保品买入  300             111.1400        已撤            
09:30:40.744    1000320230      000503          700 担保品买入  3700            11.3300         已撤            
09:30:40.811    1040320230      300687          701 担保品卖出  1100            24.1500         已成            
09:30:40.866    1060319629      002707          700 担保品买入  13300           7.1500          已撤            
09:30:40.914    1080322031      002666          700 担保品买入  27300           7.4700          已成            
09:30:41.026    1100318831      002524          700 担保品买入  8600            10.8900         已成            
09:30:41.080    1120321530      300037          700 担保品买入  2000            54.0000         已撤            
09:30:41.081    1140317532      300636          701 担保品卖出  200             40.3700         已成            
09:30:41.095    1160321531      300271          700 担保品买入  1200            28.0000         已撤            
09:30:41.101    1180318831      300395          700 担保品买入  1900            31.2800         已成            
09:30:41.227    1000320231      002803          700 担保品买入  4900            26.4000         已成            
09:30:41.228    1020318930      000426          700 担保品买入  59100           7.0300          部撤            
09:30:41.229    1040320231      300299          700 担保品买入  24400           9.4700          已成            
09:30:41.252    1060319630      300558          700 担保品买入  1100            135.3900        已成            
09:30:41.349    1080322032      600825          700 担保品买入  8800            6.4300          已撤            
09:30:41.406    1100318832      600984          700 担保品买入  5800            22.1600         已撤            
09:30:41.657    1160321532      300261          700 担保品买入  9500            6.0600          已撤            
09:30:41.681    1180318832      300595          700 担保品买入  500             65.9900         已撤            
09:30:41.761    1020318931      000032          700 担保品买入  700             19.6900         已撤            
09:30:41.761    1040320232      300413          700 担保品买入  1300            62.7300         已撤            
09:30:41.789    1060319631      002773          700 担保品买入  1000            44.7300         已撤            
09:30:41.789    1080322033      300628          700 担保品买入  1200            66.3100         已成            
09:30:41.838    1120321532      300244          700 担保品买入  2400            34.6400         已撤            
09:30:41.919    1160321533      000417          700 担保品买入  8500            5.5100          部撤            
09:30:41.919    1180318833      300674          700 担保品买入  100             43.1900         已成            
09:30:41.925    1000320233      600804          700 担保品买入  19800           8.8600          已撤            
09:30:42.001    1060319632      002581          700 担保品买入  3200            29.0100         已成            
09:30:42.001    1080322034      300339          700 担保品买入  600             9.9900          已撤            
09:30:42.072    1160321534      000417          700 担保品买入  8500            5.5100          已撤            
09:30:42.073    1000320234      000048          701 担保品卖出  100             24.6700         已撤            
09:30:42.073    1180318834      300596          700 担保品买入  1200            35.5200         已撤            
09:30:42.079    1020318933      300617          701 担保品卖出  2200            32.8400         已成            
09:30:42.088    1040320234      300192          700 担保品买入  800             17.4500         已成            
09:30:42.115    1120321534      600812          700 担保品买入  20900           11.9600         部撤            
09:30:42.115    1140317536      600635          700 担保品买入  700             4.6200          已成            
09:30:42.176    1160321535      002530          700 担保品买入  31400           12.4400         已成            
09:30:42.176    1180318835      002643          700 担保品买入  5400            16.7500         已撤            
09:30:42.177    1000320235      002792          701 担保品卖出  400             24.7800         已撤            
09:30:42.177    1020318934      300441          701 担保品卖出  1700            10.4800         已撤            
09:30:42.194    1060319634      300347          700 担保品买入  400             98.1200         已撤            
09:30:42.234    1080322036      300273          700 担保品买入  10300           7.9400          已撤            
09:30:42.236    1100318836      300280          700 担保品买入  1300            46.7600         已成            
09:30:42.241    1120321535      603700          701 担保品卖出  400             30.3000         已撤            
09:30:42.252    1140317537      300347          700 担保品买入  400             98.1200         已撤            
09:30:42.290    1160321536      300271          700 担保品买入  800             28.0000         已撤            
09:30:42.319    1180318836      300328          700 担保品买入  7500            11.6900         已撤            
09:30:42.387    1060319635      300253          700 担保品买入  7300            20.1300         已成            
09:30:42.442    1120321536      002647          700 担保品买入  7800            34.5600         部撤            
09:30:42.481    1140317538      600975          700 担保品买入  600             8.9000          已撤            
09:30:42.612    1020318936      601636          700 担保品买入  400             5.5400          已撤            
09:30:42.612    1040320237      601012          701 担保品卖出  5900            39.7900         已成            
09:30:42.658    1060319636      002624          700 担保品买入  4600            55.7600         已撤            
09:30:42.658    1080322038      000526          701 担保品卖出  200             56.9200         已成            
09:30:42.749    1100318838      002129          700 担保品买入  33600           21.1300         已成            
09:30:42.777    1120321537      300223          700 担保品买入  1200            102.6600        已成            
09:30:42.778    1140317539      300315          700 担保品买入  46700           7.2200          已成            
09:30:42.780    1160321538      300280          700 担保品买入  1300            46.7600         已成            
09:30:42.796    1180318838      300233          701 担保品卖出  3100            31.0600         已成            
09:30:42.814    1000320238      300171          701 担保品卖出  1400            16.0900         已成            
09:30:42.829    1020318937      002197          700 担保品买入  9300            10.1600         已撤            
09:30:42.830    1040320238      300408          700 担保品买入  1400            25.8200         已成            
09:30:42.844    1060319637      300203          700 担保品买入  300             18.5300         已成            
09:30:42.857    1080322039      603288          700 担保品买入  2000            123.6900        已成            
09:30:42.863    1100318839      300433          700 担保品买入  3000            25.3500         已撤            
09:30:42.864    1120321538      300133          701 担保品卖出  1400            7.1400          已成            
09:30:42.882    1140317540      300294          700 担保品买入  4900            38.9800         已成            
09:30:42.883    1160321539      300033          700 担保品买入  100             129.3500        已撤            
09:30:42.902    1180318839      000513          700 担保品买入  5000            47.1300         已成            
09:30:42.903    1000320239      002829          701 担保品卖出  200             31.9000         已成            
09:30:42.916    1020318938      300273          700 担保品买入  4300            7.9400          已撤            
09:30:42.917    1040320239      300260          700 担保品买入  5400            18.9500         已撤            
09:30:42.928    1060319638      300298          700 担保品买入  4200            32.2000         已撤            
09:30:42.983    1080322040      600827          700 担保品买入  3600            13.4300         已成            
09:30:43.046    1100318840      603986          700 担保品买入  2400            240.8100        已成            
09:30:43.046    1120321539      600486          700 担保品买入  600             82.6300         已撤            
09:30:43.046    1140317541      603005          700 担保品买入  2500            74.2800         已成            
09:30:43.189    1160321540      603185          700 担保品买入  500             45.0600         已撤            
09:30:43.189    1180318840      601881          701 担保品卖出  8900            11.6800         已成            
09:30:43.466    1160321541      000526          701 担保品卖出  200             56.9200         已成            
09:30:43.506    1180318841      300529          700 担保品买入  1800            65.1300         已成            
09:30:43.507    1000320241      300227          700 担保品买入  22600           9.8000          已撤            
09:30:43.508    1020318940      002174          700 担保品买入  14400           25.9900         已撤            
09:30:43.531    1040320241      300346          700 担保品买入  3200            43.2000         已成            
09:30:43.572    1080322042      300759          700 担保品买入  1100            89.3300         已撤            
09:30:43.638    1100318842      002183          700 担保品买入  39800           5.5200          已撤            
09:30:43.656    1120321541      300636          701 担保品卖出  200             40.3700         已成            
09:30:43.688    1140317543      002079          700 担保品买入  8700            13.4800         已成            
09:30:43.688    1160321542      300632          700 担保品买入  600             17.1000         已撤            
09:30:43.720    1180318842      603030          700 担保品买入  4000            6.7900          部撤            
09:30:43.846    1000320242      600884          700 担保品买入  55500           11.0400         已撤            
09:30:43.846    1020318941      600829          700 担保品买入  4000            7.4200          已撤            
09:30:43.846    1040320242      601689          700 担保品买入  4100            27.2500         已撤            
09:30:43.846    1060319641      603033          700 担保品买入  3900            22.3400         已撤            
09:30:43.846    1080322043      603506          701 担保品卖出  400             31.2500         已成            
09:30:43.905    1000320243      601330          700 担保品买入  1000            9.5200          已成            
09:30:43.905    1100318843      603466          700 担保品买入  1900            19.3800         已撤            
09:30:43.905    1120321542      603599          700 担保品买入  100             16.3700         已成            
09:30:43.905    1140317544      603517          700 担保品买入  800             68.9100         已撤            
09:30:43.905    1160321543      600702          700 担保品买入  600             35.6600         已撤            
09:30:43.905    1180318843      603387          700 担保品买入  1000            39.9900         已撤            
09:30:43.906    1020318942      600966          701 担保品卖出  5400            9.8000          已成            
09:30:44.670    1140317546      002602          700 担保品买入  25500           15.8500         已成            
09:30:44.703    1180318845      002007          700 担保品买入  3300            48.6300         已撤            
09:30:44.978    1160321546      002127          700 担保品买入  400             22.3200         已成            
09:30:45.759    1000320246      300115          700 担保品买入  6600            21.3900         已撤            
09:30:45.761    1020318945      300738          700 担保品买入  2500            55.8000         已成            
09:30:45.762    1040320246      300171          701 担保品卖出  1400            16.0900         已成            
09:30:45.767    1060319645      002019          701 担保品卖出  3300            23.7900         已撤            
09:30:45.834    1100318847      300433          700 担保品买入  3000            25.3500         已撤            
09:30:45.964    1140317548      002695          701 担保品卖出  900             24.8900         已成            
09:30:46.036    1180318847      002829          701 担保品卖出  200             31.9000         已成            
09:30:46.098    1000320247      603179          700 担保品买入  1400            21.9200         已撤            
09:30:46.155    1020318946      603596          701 担保品卖出  1900            34.6100         已撤            
09:30:46.246    1060319646      300596          700 担保品买入  1200            35.5200         已撤            
09:30:46.297    1080322048      300628          700 担保品买入  1200            66.3100         已撤            
09:30:46.297    1100318848      300096          701 担保品卖出  100             7.5000          已成            
09:30:46.298    1120321547      002918          700 担保品买入  4600            30.1900         已撤            
09:30:46.319    1140317549      300685          700 担保品买入  400             71.4500         已撤            
09:30:46.412    1160321548      300572          700 担保品买入  500             60.6200         已撤            
09:30:46.413    1180318848      300570          701 担保品卖出  1900            20.4600         已成            
09:30:46.437    1000320248      600132          700 担保品买入  1100            67.6000         已成            
09:30:46.444    1020318947      002938          700 担保品买入  700             50.2800         已撤            
09:30:46.445    1040320248      300558          700 担保品买入  1100            135.3900        已撤            
09:30:47.000    1160321549      600609          700 担保品买入  9600            6.4000          已撤            
09:30:47.552    1020318948      300203          700 担保品买入  300             18.5300         已成            
09:30:47.606    1060319648      300548          701 担保品卖出  500             57.0600         已撤            
09:30:47.749    1080322050      002153          701 担保品卖出  500             39.6900         已撤            
09:30:47.749    1100318850      600570          701 担保品卖出  7400            106.2100        已成            
09:30:47.762    1120321549      300548          701 担保品卖出  500             57.0600         已撤            
09:30:47.825    1140317551      300233          701 担保品卖出  3100            31.0600         已成            
09:30:47.832    1160321550      300285          701 担保品卖出  500             32.9000         已成            
09:30:47.861    1180318850      300244          700 担保品买入  2400            34.6400         已撤            
09:30:48.086    1060319649      300616          701 担保品卖出  200             59.7000         已撤            
09:30:48.086    1080322051      300381          700 担保品买入  600             15.4200         已撤            
09:30:48.086    1100318851      002723          700 担保品买入  1100            19.4600         已撤            
09:30:48.188    1120321550      300575          701 担保品卖出  100             37.1500         已成            
09:30:48.191    1140317552      300143          700 担保品买入  5800            16.5900         已成            
09:30:48.215    1160321551      002850          700 担保品买入  300             67.5300         已撤            
09:30:48.217    1180318851      002614          700 担保品买入  1600            10.0400         已成            
09:30:48.229    1000320251      002891          700 担保品买入  600             40.5600         已撤            
09:30:48.229    1020318950      002734          700 担保品买入  2600            15.1700         已成            
09:30:48.322    1080322052      300687          701 担保品卖出  500             24.1500         已成            
09:30:48.334    1120321551      300595          700 担保品买入  500             65.9900         已撤            
09:30:48.435    1140317553      600559          700 担保品买入  3100            11.0200         已撤            
09:30:48.497    1160321552      600132          700 担保品买入  800             67.6000         已成            
09:30:48.623    1180318852      600161          700 担保品买入  6400            44.6100         已撤            
09:30:48.639    1000320252      300613          701 担保品卖出  300             112.6900        已成            
09:30:48.639    1020318951      002624          700 担保品买入  4600            55.7600         已撤            
09:30:48.645    1040320252      002745          700 担保品买入  11300           16.0600         已成            
09:30:48.742    1060319651      002666          700 担保品买入  200             7.4700          已成            
09:30:48.805    1080322053      002623          700 担保品买入  1600            45.0000         已撤            
09:30:48.812    1100318853      600511          700 担保品买入  2500            45.4200         已撤            
09:30:48.867    1120321552      002706          701 担保品卖出  700             16.3300         已成            
09:30:49.024    1160321553      600804          700 担保品买入  10200           8.8600          已撤            
09:30:49.264    1180318853      603816          701 担保品卖出  200             45.0600         已撤            
09:30:49.370    1020318952      300747          700 担保品买入  300             111.5100        已撤            
09:30:49.469    1040320253      603708          700 担保品买入  1000            43.5500         已撤            
09:30:49.469    1060319652      601999          700 担保品买入  3400            7.1100          已撤            
09:30:49.469    1080322054      603881          700 担保品买入  1800            102.2400        已撤            
09:30:49.469    1100318854      603986          700 担保品买入  200             240.8100        已成            
09:30:49.469    1120321553      603690          701 担保品卖出  2700            41.6700         已撤            
09:30:49.493    1140317555      300759          700 担保品买入  100             89.2500         已撤            
09:30:49.532    1160321554      601100          700 担保品买入  800             76.2100         已成            
09:30:49.589    1000320254      603393          700 担保品买入  600             36.2900         已撤            
09:30:49.589    1020318953      600993          700 担保品买入  3800            20.9500         已成            
09:30:49.589    1180318854      603031          700 担保品买入  100             36.4200         已成            
09:30:49.658    1040320254      600984          700 担保品买入  3800            22.1600         已撤            
09:30:49.658    1060319653      603005          700 担保品买入  1500            74.2800         已成            
09:30:49.658    1080322055      603033          700 担保品买入  3900            22.3400         已撤            
09:30:49.660    1100318855      603506          701 担保品卖出  900             31.2500         已成            
09:30:49.715    1120321554      601881          701 担保品卖出  9900            11.9700         已成            
09:30:49.716    1140317556      600822          700 担保品买入  2200            9.7500          已撤            
09:30:49.778    1160321555      600380          700 担保品买入  14800           15.9700         已成            
09:30:49.778    1180318855      600763          700 担保品买入  100             155.1700        已成            
09:30:50.344    1000320255      000863          701 担保品卖出  2100            4.2900          已撤            
09:30:50.532    1020318954      000876          700 担保品买入  600             28.9300         已成            
09:30:50.641    1060319654      600459          700 担保品买入  4600            27.5000         已成            
09:30:51.883    1000320256      002153          701 担保品卖出  500             39.5200         已成            
09:30:51.883    1180318856      002182          700 担保品买入  2000            9.6200          已撤            
09:30:51.893    1020318955      000526          701 担保品卖出  600             57.2600         已撤            
09:30:51.908    1040320256      000030          700 担保品买入  19600           6.2300          已成            
09:30:52.212    1080322057      000526          701 担保品卖出  600             57.2600         已撤            
09:30:52.486    1100318857      603659          700 担保品买入  200             100.5300        已撤            
09:30:52.548    1120321556      603816          701 担保品卖出  500             44.9800         已撤            
09:30:52.548    1140317558      603688          701 担保品卖出  3700            23.2700         已撤            
09:30:52.708    1160321557      002238          700 担保品买入  700             6.9700          已成            
09:30:52.922    1180318857      002317          701 担保品卖出  6900            15.1300         已成            
09:30:52.935    1000320257      300203          700 担保品买入  300             18.5600         已成            
09:30:52.967    1020318956      300413          700 担保品买入  600             62.7000         已撤            
09:30:53.046    1040320257      002230          700 担保品买入  900             36.8600         已撤            
09:30:53.132    1060319656      603605          700 担保品买入  100             174.3900        已成            
09:30:53.247    1080322058      603661          701 担保品卖出  1100            52.6900         已撤            
09:30:53.363    1100318858      002810          700 担保品买入  300             30.5200         已撤            
09:30:53.481    1120321557      002773          700 担保品买入  400             44.8800         已成            
09:30:53.486    1140317559      603179          700 担保品买入  1400            21.9300         已成            
09:30:53.521    1160321558      002723          700 担保品买入  100             20.0900         已成            
09:30:53.548    1180318858      300616          701 担保品卖出  200             59.6700         已撤            
09:30:53.549    1000320258      603650          700 担保品买入  1800            23.2900         已成            
09:30:53.560    1020318957      002829          701 担保品卖出  3500            31.9800         已成            
09:30:53.561    1040320258      002534          701 担保品卖出  300             8.2400          已成            
09:30:53.703    1060319657      603557          700 担保品买入  1000            8.3700          已成            
09:30:53.783    1080322059      603326          701 担保品卖出  400             19.5800         已撤            
09:30:53.869    1100318859      600009          701 担保品卖出  4800            69.9300         已成            
09:30:53.914    1120321558      300438          701 担保品卖出  5600            17.5300         已撤            
09:30:53.914    1140317560      300677          701 担保品卖出  700             123.8200        已成            
09:30:53.924    1160321559      300636          701 担保品卖出  1200            40.4800         已撤            
09:30:54.031    1180318859      300548          701 担保品卖出  400             56.7900         已成            
09:30:54.251    1020318958      300575          701 担保品卖出  300             37.1500         已成            
09:30:54.280    1040320259      300530          701 担保品卖出  400             42.0300         已撤            
09:30:54.440    1060319658      603690          701 担保品卖出  1900            41.5200         已撤            
09:30:55.006    1000320260      603506          701 担保品卖出  600             31.2700         已撤            
09:30:55.357    1080322061      002829          701 担保品卖出  3500            31.9800         已成            
09:30:55.641    1120321560      300233          701 担保品卖出  5500            31.1300         已撤            
09:30:55.741    1140317562      300258          701 担保品卖出  600             10.8100         已成            
09:30:55.839    1180318861      002661          701 担保品卖出  800             22.0200         已成            
09:30:55.855    1000320261      300548          701 担保品卖出  400             56.7900         已成            
09:30:55.868    1020318960      300616          701 担保品卖出  200             59.6700         已撤            
09:30:55.882    1040320261      300489          701 担保品卖出  1200            29.4100         已撤            
